docket_seq	document_name_and_date	embed_title	size	pdf_url
623	Ruling on the Record, 6-23-26	26	712KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6fcb91e5-d66e-43ed-8beb-2cca6cba0357.pdf
624	Ruling And Order On Defendant's Motion In Limine To Preclude Utilization Of Article I, Section 12 Of The Utah Constitution And Rule 1102 Of The Utah Rules Of Evidence To Sanction The Admissibility Of Heresy Evidence To Establish Probable, 6-23-26	26	371KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c7495909-6729-4da8-8af8-2aef91f6e81e.pdf
625	Minute Entry Order RE: Electronic Devices In Courtroom Prohibited During Preliminary Hearing, 6-23-26	26	200KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/eeb7f87d-fe0f-4a54-b9f9-3836771c1321.pdf
626	Request and Order for Electronic Media Coverage of Court Proceedings - Salt Lake Tribune, 6-23-26 (Not obtained)			
627	Request and Order for Electronic Media Coverage of Court Proceedings - Deseret News, 6-23-26 (Not obtained)			
628	Opposition to Defendant Tyler James Robinson s Opposition to EMC Order for the Preliminary Hearing (Dkt 633), 6-24-26	26	165KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/1a12c841-e3b0-450f-893a-929313ea9ce4.pdf
629	Return of Electronic Notification, 6-24-26 (Not obtained)			
630	News Media Response to Defendant s Opposition to Electronic Media Request for the Preliminary Hearing, 6-24-26	26	2.12MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/08cd967c-be23-4964-916d-75b6a40cde32.pdf
631	Return of Electronic Notification, 6-24-26 (Not obtained)			
632	Request/Notice to Submit Opposition to Electronic Media Request for Preliminary Hearing, 6-24-26 (Not obtained)			
633	Return of Electronic Notification, 6-24-26 (Not obtained)			
634	Request and Order for Electronic Media Coverage of Court Proceedings - Associated Press, 6-23-26 (Not obtained)			
635	Defendant Tyler James Robinson’s Opposition to EMC Order for the Preliminary Hearing (Dkt 634), 6-24-26	26	165KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/7d5578f8-c896-4f78-8b5e-a76f93e6603f.pdf
636	Return of Electronic Notification, 6-24-26 (Not obtained)			
637	Opposition to Defendant Tyler James Robinson’s Opposition to EMC Order for the Prelim (Dkt 641), 6-24-26	26	165KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b11f5fc4-5fcb-46d3-80f2-25550ab51c44.pdf
638	Return of Electronic Notification, 6-24-26 (Not obtained)			
639	Order To Appear, 6-24-26 (Not obtained)			
640	Opposition to Defendant’s Motion to Classify Application for Certificate to Secure Out-of-State Witness (News Media s Opposition), 6-24-26	26	196KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/dd68d26d-dece-4538-be5d-7fabbcffb73b.pdf
641	Return of Electronic Notification, 6-24-26 (Not obtained)			
642	(Omitted from docket - no item #649)			
643	Return of Electronic Notification, 6-25-26 (Not obtained),			
644	News Media Response to Defendant Opposition to EMC Orders for the Preliminary Hearing (Still Photography), 6-25-26	26	2.11MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/9cb6c74c-a987-464a-8b1d-e87777e44dda.pdf
645	Return of Electronic Notification, 6-25-26 (Not obtained)			
646	Request/Notice to Submit Oppositions to EMC Orders for the Preliminary Hearing, 6-25-26 (Not obtained)			
647	Return of Electronic Notification, 6-25-26 (Not obtained)			
648	Request and Order for Electronic Media Coverage of Court Proceedings, 6-26-26 (still photography)	26	382KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/65fed97d-8046-471d-80ce-5fa51703d2fb.pdf
649	Audio Request for Listen Only Link, 6-26-26 (Not obtained)			
650	Return of Electronic Notification, 6-26-26 (Not obtained)			
651	Ruling And Order On Defendant's Motion For an Order To Show Cause For Contempt Of Court, 6-26-26			
652	Notice of Filing Petition for Permission to Appeal from Two Interlocutory Orders,6-26-26	26	149KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/110c9446-f802-4f73-b80f-511f5e6b74a9.pdf
653	Return of Electronic Notification, 6-26-26 (Not obtained)			
654	(Omitted from docket - no item #661)			
655	(Omitted from docket - no item #662)			
656	Return of Electronic Notification, 6-30-26 (Not obtained)			
657	Ruling And Order On Defendant's Objections To Electronic Media Requests, 6-30-26	26	804KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/60eb1df1-a978-4716-95db-13f04011b4c3.pdf
658	Order To Transport, 6-30-26 (Not obtained)			
659	Return of Electronic Notification, 7-1-26 (Not obtained)			
660	RULING ON THE RECORD, 7-1-26			
661	News Media Motion to Amend Minute Entry Order to Allow Use of Portable Electronic Devices by the News Media and Their Counsel, 7-1-26	26	2.14MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/5b17aa3e-8755-4bd2-9b42-7095e65ec3ab.pdf
662	Return of Electronic Notification, 7-1-26 (Not obtained)			
663	Return of Electronic Notification, 7-2-26 (Not obtained)			
664	Completed Audio Request for Listen Only Link, 7-2-26 (Not obtained)			
665	Response to Defendant’s Second Supplemental Request for Discovery, 7-2-26	26	145KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/74d50292-177e-4865-a315-7353713eb9ad.pdf
666	Return of Electronic Notification, 7-2-26 (Not obtained)			
667	Reply in Support of Motion to Classify Application as Private, 7-2-26	26	189KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/89c3bde6-df52-44d2-9633-8de406334af7.pdf
668	Return of Electronic Notification, 7-2-26 (Not obtained)			
669	Ruling And Order Denying News Media Motion To Amend Minute Entry Order, 7-2-26			
670	Return of Electronic Notification, 7-3-26 (Not obtained)			
671	Defendant’s Standing Objections to State’s Exhibits, 7-3-26	26	177KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/40efc715-b46d-408d-ad67-e5039c84af15.pdf
672	Return of Electronic Notification, 7-3-26 (Not obtained)			
673	News Media Amended Motion to Allow Portable Electronic Devices, 7-4-26	26	2.14MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b0223454-784e-475a-812b-920da42a8922.pdf
674	Return of Electronic Notification, 7-4-26 (Not obtained)			
675	(Omitted from docket - no item #682)			
676	Return of Electronic Notification, 7-7-26 (Not obtained)			
677	PRELIMINARY HEARING, 7-8-26	26	712KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/32bf6f37-4bec-4cd8-93e0-f1a4faa382be.pdf
678	Supplemental Notice Concerning Access to Evidence Presented in Open Court, 7-8-26	26	186KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/dce6ed22-2268-48df-bbf5-08a6901a96f4.pdf
679	Return of Electronic Notification, 7-8-26 (Not obtained)			
680	Return of Electronic Notification, 7-9-26 (Not obtained)			
681	Request for Speedy Disposition and Prompt Bindover, 7-10-26	26	90.9KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6c768210-82de-443c-800f-58c6d202ae33.pdf
682	Return of Electronic Notification, 7-10-26 (Not obtained)			
683	Return of Electronic Notification, 7-14-26 (Not obtained)			
684	Request for Copy of Audio Recording, 7-14-26 (Not obtained)			
685	Return of Electronic Notification, 7-15-26 (Not obtained)			
686	PRELIMINARY HEARING - DAY 2, 7-21-26	26	711KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/8963886b-a070-4372-bfb8-0ccddfe85cdb.pdf
687	PRELIMINARY HEARING, 7-21-26	26	710KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/4f62f14c-9b20-46c6-a493-9d2de6a5903a.pdf
688	PRELIMINARY HEARING, 7-21-26	26	711KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/011c5d90-2c2e-4043-919d-63b4abb83949.pdf
689	Return of Electronic Notification, 7-22-26 (Not obtained)			
690	Memorandum in Support of Preliminary Hearing Bindover, 7-28-26	26	312KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b751fcf7-c7dd-447b-bfd8-59b76408afc0.pdf
691	Return of Electronic Notification, 7-28-26 (Not obtained)			
692	UOVC Restitution Notice Claim#1113669, 8-10-26 (Not obtained)			
693	Return of Electronic Notification, 8-10-26 (Not obtained)			
694	Defendant Tyler James Robinson's Preliminary Hearing Briefing, 8-11-26	26	380KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/1d3ce795-67cd-4dcb-bb72-a78e64551a42.pdf
695	Return of Electronic Notification, 8-11-26 (Not obtained)			
696	UOVC Restitution Notice Claim#1113669 - UPDATED UOVC Claim Notice a/o 8/12/2026, 8-12-26 (Not obtained)\			
697	Return of Electronic Notification, 8-12-26 (Not obtained)			
698	Request and Order for Electronic Media Coverage of Court Proceedings, 8-18-26	26	161KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/da466ae2-7f28-4c1c-8250-70d886d1af94.pdf
699	Request and Order for Electronic Media Coverage of Court Proceedings, 8-18-26	26	164KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/0b4d9879-be59-4582-b6e7-6d785f94170b.pdf
700	State’s Reply Supporting Preliminary Hearing Bindover, 8-18-26	26	271KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6ed59130-62a7-479a-853c-621cde405142.pdf
701	Return of Electronic Notification, 8-18-26 (Not obtained)			
702	Return of Electronic Notification, 8-18-26 (Not obtained)			
703	**** PRIVATE **** Motion to Classify Motion to Classify Unredacted Oppositions as Protected, 8-22-26 (Not obtained)			
704	**** PRIVATE **** Opposition to Defendant Tyler James Robinson’s Opposition to EMC Order for the September 1, 2026 Hearing (Dkt 710), 8-22-26 (Not obtained)			
705	**** PRIVATE **** Opposition to Defendant Tyler James Robinson s Opposition to EMC Order for the September 1, 2026 Hearing (Dkt 711), 8-22-26 (Not obtained)			
706	Return of Electronic Notification, 8-22-26 (Not obtained)			
707	Opposition to Defendant Tyler James Robinson s Opposition to EMC Order for the September 1, 2026 Hearing (Dkt 710)_Redacted, 8-22-26	26	152KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b5e67149-c2a0-44a5-8a1c-405ba04aef90.pdf
708	Opposition to Defendant Tyler James Robinson’s Opposition to EMC Order for the September 1, 2026 Hearing (Dkt 711), 8-22-26	26	153KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/959bef5b-da0a-4670-95f1-ac958b12c00e.pdf
709	Return of Electronic Notification, 8-22-26 (Not obtained)			
710	Minute Entry Order RE: Electronic Device In Courtroom Prohibited During September 1, 2026 Hearing, 8-27-26	26	240KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/a7c2947d-e940-426d-a399-797f58d83003.pdf
711	Standing Decorum Order, Effective August 28, 2026, 8-27-26	26	470KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6053b721-5d52-40db-893b-02100be7c48f.pdf
712	News Media Opposition to Defendant Motion to Classify Unredacted Oppositions to EMC Orders for the September 1, 2026 Hearing, 8-27-26	26	2.11MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/a39e8ac8-f4d4-4a57-9373-87199a2176c8.pdf
713	News Media Consolidated Response to Defendant Opposition to EMC Orders for the September 1, 2026 Hearing, 8-27-26	26	2.12MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/bd041a72-329c-4d01-a9a1-df8fe6a1bba3.pdf
714	Return of Electronic Notification, 8-27-26 (Not obtained)			
715	Return of Electronic Notification, 8-28-26 (Not obtained)			
716	Defendant Tyler James Robinson’s Discovery Status Report, 8-28-26	26	559KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/cd14df85-2717-490d-b335-9cf408d937d2.pdf
717	Return of Electronic Notification, 8-28-26 (Not obtained)			
718	Amended Standing Decorum Order, Effective August 28, 2026, 8-28-26	26	646KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/75d9511f-501c-4335-b503-91ddd479bff5.pdf
719	Return of Electronic Notification, 8-28-26			
720	Order to Transport, 8-31-26			
