tail,utc_date,arrive_utc_date,gap_days,origin,origin_name,origin_km_from_field,depart_after_utc,dest,dest_name,dest_km_from_field,arrive_by_utc,archives,ledger_verdict,arrive_day_verdict,unobserved_days_inside_leg,recovered_from_backup_only,crosses_utc_midnight,confidence,near_sourced_event
N102DZ,2025-03-17,2025-04-06,20,KSJC,Mineta San Jose International Airport,0.64,2025-03-17T04:45:21.990000Z,PHNL,Daniel K. Inouye International Airport,1.24,2025-04-06T08:57:22.540000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,19,no,yes,GAP -- aircraft unobserved for 19 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-03-17,2025-03-17,0,KSDL,Scottsdale Airport,0.84,2025-03-17T16:49:50.630000Z,KFLL,Fort Lauderdale Hollywood International Airport,0.37,2025-03-17T22:09:01.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-03-17,2025-03-18,1,KPHX,Phoenix Sky Harbor International Airport,1.91,2025-03-17T19:40:31.460000Z,KLZU,Gwinnett County Briscoe Field,0.74,2025-03-18T02:56:06.500000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"dest|Gainesville,GA|2025-03-18|Charlie|23.1"
N872RA,2025-03-17,2025-03-17,0,KCRQ,McClellan-Palomar Airport,0.54,2025-03-17T01:00:33.300000Z,KLVK,Livermore Municipal Airport,0.13,2025-03-17T02:59:27.310000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-03-17,2025-03-17,0,KLVK,Livermore Municipal Airport,0.13,2025-03-17T17:41:22.810000Z,KBZN,Bozeman Yellowstone International Airport,0.45,2025-03-17T19:10:39.140000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-03-17,2025-03-18,1,KBZN,Bozeman Yellowstone International Airport,0.61,2025-03-17T21:46:22.440000Z,KUDD,Bermuda Dunes Airport,0.48,2025-03-18T00:14:57.720000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N40JD,2025-03-18,2025-03-19,1,KFLL,Fort Lauderdale Hollywood International Airport,0.42,2025-03-18T18:54:12.050000Z,KSDL,Scottsdale Airport,0.15,2025-03-19T01:13:38.360000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-03-18,2025-03-18,0,KUDD,Bermuda Dunes Airport,0.48,2025-03-18T01:12:27.290000Z,KLAX,Los Angeles International Airport,1.5,2025-03-18T22:35:54.570000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-03-18,2025-03-19,1,KLAX,Los Angeles International Airport,1.5,2025-03-18T23:16:43.010000Z,KBFI,King County International Airport - Boeing Field,0.98,2025-03-19T03:02:29.070000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-03-19,2025-03-19,0,LEBL,Josep Tarradellas Barcelona-El Prat Airport,1.65,2025-03-19T06:48:30.410000Z,EDDM,Munich Airport,0.95,2025-03-19T08:27:31.080000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-19,2025-03-19,0,EDDM,Munich Airport,0.85,2025-03-19T10:31:15.600000Z,LFMN,Nice-Côte d'Azur Airport,0.87,2025-03-19T11:40:49.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-19,2025-03-19,0,LFMN,Nice-Côte d'Azur Airport,0.87,2025-03-19T11:41:16.480000Z,EDDM,Munich Airport,1.14,2025-03-19T13:40:35.110000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-19,2025-03-21,2,EDDM,Munich Airport,0.99,2025-03-19T20:48:01.480000Z,EDDB,Berlin Brandenburg Airport,1.45,2025-03-21T07:09:13.080000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-03-19,2025-03-19,0,KLZU,Gwinnett County Briscoe Field,0.76,2025-03-19T00:22:40.330000Z,KSDL,Scottsdale Airport,0.57,2025-03-19T04:35:23.240000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Gainesville,GA|2025-03-18|Charlie|22.5"
N872RA,2025-03-19,2025-03-21,2,KBFI,King County International Airport - Boeing Field,0.98,2025-03-19T03:06:24.160000Z,KSDL,Scottsdale Airport,0.34,2025-03-21T03:18:44.590000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-03-20,2025-03-21,1,KSDL,Scottsdale Airport,0.54,2025-03-20T04:41:12.680000Z,KPHX,Phoenix Sky Harbor International Airport,1.87,2025-03-21T16:45:33.610000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-03-21,2025-03-21,0,EDDB,Berlin Brandenburg Airport,1.45,2025-03-21T09:02:10.560000Z,EDDM,Munich Airport,1.19,2025-03-21T07:09:13.090000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-21,2025-03-21,0,EDDM,Munich Airport,1.02,2025-03-21T09:56:04.310000Z,LSZH,Zürich Airport,1.29,2025-03-21T11:58:07.240000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-21,2025-03-21,0,LSZH,Zürich Airport,1.29,2025-03-21T13:31:53.180000Z,EDDM,Munich Airport,0.82,2025-03-21T14:55:30.510000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-21,2025-03-21,0,EDDM,Munich Airport,1.21,2025-03-21T20:45:13.660000Z,LFMN,Nice-Côte d'Azur Airport,0.87,2025-03-21T22:09:40.990000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-21,2025-03-22,1,LFMN,Nice-Côte d'Azur Airport,0.87,2025-03-21T22:10:07.010000Z,EDDM,Munich Airport,1.07,2025-03-22T07:51:13.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N560TW,2025-03-21,2025-03-21,0,KSDL,Scottsdale Airport,0.19,2025-03-21T18:43:41.980000Z,KSNA,John Wayne Orange County International Airport,0.59,2025-03-21T19:43:38.280000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2025-03-21,2025-03-21,0,KSNA,John Wayne Orange County International Airport,0.59,2025-03-21T19:45:11.510000Z,KSDL,Scottsdale Airport,0.12,2025-03-21T22:13:32.100000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-03-21,2025-03-21,0,KPHX,Phoenix Sky Harbor International Airport,1.87,2025-03-21T18:24:01.630000Z,KVNY,Van Nuys Airport,0.26,2025-03-21T19:27:23Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-03-21,2025-03-22,1,KVNY,Van Nuys Airport,0.26,2025-03-21T20:04:36.690000Z,KDLH,Duluth International Airport,0.4,2025-03-22T02:16:46Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-03-21,2025-03-21,0,KSDL,Scottsdale Airport,0.81,2025-03-21T16:01:29.330000Z,KCRQ,McClellan-Palomar Airport,0.63,2025-03-21T16:55:31.470000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-03-21,2025-04-01,11,KCRQ,McClellan-Palomar Airport,0.63,2025-03-21T17:41:59.140000Z,KAPC,Napa County Airport,1.0,2025-04-01T17:12:31.990000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,HELD_BY_ADSBEXCHANGE-SAMPLES,10,yes,yes,GAP -- aircraft unobserved for 10 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-03-22,2025-03-22,0,EDDM,Munich Airport,0.84,2025-03-22T17:10:49.350000Z,EDDW,Bremen Airport,0.53,2025-03-22T18:53:04.240000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-22,2025-03-22,0,EDDW,Bremen Airport,0.53,2025-03-22T18:53:04.240000Z,EDDM,Munich Airport,0.97,2025-03-22T19:54:34.350000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-22,2025-03-23,1,EDDM,Munich Airport,0.79,2025-03-22T21:10:42.410000Z,LHBP,Budapest Liszt Ferenc International Airport,0.99,2025-03-23T07:04:14.460000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2025-03-22,2025-03-22,0,EGNX,East Midlands Airport,1.28,2025-03-22T18:07:07.390000Z,LEMG,Málaga-Costa del Sol Airport,0.3,2025-03-22T20:48:16.350000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-03-22,2025-03-23,1,LEMG,Málaga-Costa del Sol Airport,1.42,2025-03-22T22:02:29.570000Z,EGNX,East Midlands Airport,0.35,2025-03-23T00:29:31.720000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2025-03-22,2025-03-22,0,KDLH,Duluth International Airport,0.19,2025-03-22T16:31:58.380000Z,KPHX,Phoenix Sky Harbor International Airport,1.48,2025-03-22T19:50:26.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-03-22,2025-04-01,10,KPHX,Phoenix Sky Harbor International Airport,1.48,2025-03-22T19:55:13.010000Z,KSDL,Scottsdale Airport,0.62,2025-04-01T12:57:34.510000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,HELD_BY_ADSBEXCHANGE-SAMPLES,9,yes,yes,GAP -- aircraft unobserved for 9 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-03-23,2025-03-23,0,LHBP,Budapest Liszt Ferenc International Airport,0.99,2025-03-23T07:06:37.600000Z,EDDM,Munich Airport,0.75,2025-03-23T08:03:25.260000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-23,2025-03-23,0,EDDM,Munich Airport,1.96,2025-03-23T11:12:24.460000Z,EDDL,Düsseldorf Airport,0.55,2025-03-23T12:50:00.210000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-23,2025-03-23,0,EDDL,Düsseldorf Airport,0.55,2025-03-23T12:57:21.640000Z,EDDM,Munich Airport,0.94,2025-03-23T13:52:56.780000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-23,2025-03-23,0,EDDM,Munich Airport,1.45,2025-03-23T17:06:57.170000Z,EDDL,Düsseldorf Airport,0.66,2025-03-23T17:57:25.650000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-23,2025-03-23,0,EDDL,Düsseldorf Airport,0.66,2025-03-23T18:43:41.420000Z,EDDM,Munich Airport,0.91,2025-03-23T19:35:30.550000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-03-23,2025-04-10,18,EDDM,Munich Airport,1.23,2025-03-23T20:54:10.140000Z,LFBO,Toulouse-Blagnac Airport,0.36,2025-04-10T04:35:10.650000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,17,no,yes,GAP -- aircraft unobserved for 17 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2025-03-23,2025-03-23,0,EGNX,East Midlands Airport,0.35,2025-03-23T00:29:49.310000Z,EPKK,Kraków John Paul II International Airport,1.19,2025-03-23T08:55:25.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-03-23,2025-03-23,0,EPKK,Kraków John Paul II International Airport,1.19,2025-03-23T09:00:32.580000Z,EGNX,East Midlands Airport,0.41,2025-03-23T11:14:34.680000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-03-23,2025-03-23,0,EGNX,East Midlands Airport,0.41,2025-03-23T11:14:51.610000Z,GCRR,César Manrique-Lanzarote Airport,0.59,2025-03-23T17:34:02.160000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-03-23,2025-03-23,0,GCRR,César Manrique-Lanzarote Airport,0.82,2025-03-23T19:08:36.770000Z,EGNX,East Midlands Airport,0.02,2025-03-23T23:12:03.940000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-03-23,2025-04-10,18,EGNX,East Midlands Airport,0.02,2025-03-23T23:12:03.940000Z,LHBP,Budapest Liszt Ferenc International Airport,0.88,2025-04-10T13:48:01.880000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,17,no,yes,GAP -- aircraft unobserved for 17 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
SU-BTV,2025-03-24,2025-04-08,15,KILG,Wilmington Airport,0.54,2025-03-24T11:40:49.820000Z,HEAR,El Arish International Airport,1.14,2025-04-08T10:39:43.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,14,no,yes,GAP -- aircraft unobserved for 14 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-04-01,2025-04-01,0,KSDL,Scottsdale Airport,0.62,2025-04-01T14:04:52.820000Z,KSWO,Stillwater Regional Airport,0.33,2025-04-01T15:47:06.710000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N582MM,2025-04-01,2025-04-01,0,KSWO,Stillwater Regional Airport,0.53,2025-04-01T20:24:10.320000Z,KSDL,Scottsdale Airport,0.43,2025-04-01T22:49:27.090000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N59906,2025-04-01,2025-04-01,0,KOKV,Winchester Regional Airport,0.59,2025-04-01T16:17:29.140000Z,KMQS,Chester County G O Carlson Airport,0.34,2025-04-01T21:38:08.110000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N59906,2025-04-01,2025-04-01,0,KMQS,Chester County G O Carlson Airport,0.34,2025-04-01T22:26:29.650000Z,KOKV,Winchester Regional Airport,0.79,2025-04-01T23:15:41.120000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N59906,2025-04-01,2025-07-01,91,KOKV,Winchester Regional Airport,0.79,2025-04-01T23:19:01.980000Z,KGEG,Spokane International Airport,0.29,2025-07-01T21:49:02.060000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,90,yes,yes,GAP -- aircraft unobserved for 90 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-04-01,2025-04-01,0,KAPC,Napa County Airport,1.0,2025-04-01T17:17:59.890000Z,KSNA,John Wayne Orange County International Airport,0.49,2025-04-01T18:15:58.620000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N872RA,2025-04-01,2025-04-01,0,KSNA,John Wayne Orange County International Airport,0.61,2025-04-01T22:31:21.740000Z,KOAK,Oakland San Francisco Bay Airport,1.13,2025-04-01T23:47:48.190000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N872RA,2025-04-01,2025-04-06,5,KOAK,Oakland San Francisco Bay Airport,1.13,2025-04-01T23:58:33.930000Z,KUDD,Bermuda Dunes Airport,0.39,2025-04-06T16:37:11.770000Z,adsbexchange-samples|airplanes-live,HELD_BY_ADSBEXCHANGE-SAMPLES,BOTH_HAVE_IT,4,yes,yes,GAP -- aircraft unobserved for 4 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-04-06,2025-04-06,0,KSDL,Scottsdale Airport,0.38,2025-04-06T16:17:23.010000Z,KUDD,Bermuda Dunes Airport,0.32,2025-04-06T16:09:55.980000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-06,2025-04-06,0,KUDD,Bermuda Dunes Airport,0.53,2025-04-06T20:13:46.300000Z,KSDL,Scottsdale Airport,0.11,2025-04-06T20:11:54.380000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-06,2025-04-06,0,KUDD,Bermuda Dunes Airport,0.39,2025-04-06T17:34:26.630000Z,KAPA,Centennial Airport,0.28,2025-04-06T19:22:31.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-06,2025-04-06,0,KAPA,Centennial Airport,0.28,2025-04-06T19:23:32.460000Z,KSNA,John Wayne Orange County International Airport,0.2,2025-04-06T22:39:13.030000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-06,2025-04-07,1,KSNA,John Wayne Orange County International Airport,0.2,2025-04-06T22:39:13.030000Z,KFAT,Fresno Yosemite International Airport,0.72,2025-04-07T00:07:25.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N40JD,2025-04-07,2025-04-07,0,KSDL,Scottsdale Airport,0.41,2025-04-07T15:56:24.650000Z,KSEZ,Sedona Airport,0.24,2025-04-07T18:49:40.870000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-07,2025-04-07,0,KSEZ,Sedona Airport,0.24,2025-04-07T19:27:36.670000Z,KSLC,Salt Lake City International Airport,1.82,2025-04-07T21:02:45.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-07,2025-04-07,0,KSLC,Salt Lake City International Airport,1.82,2025-04-07T21:04:24.740000Z,KSDL,Scottsdale Airport,0.1,2025-04-07T22:11:53.400000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-07,2025-04-09,2,KSDL,Scottsdale Airport,0.28,2025-04-07T00:08:22.410000Z,KBOS,Boston Logan International Airport,1.29,2025-04-09T04:16:30.730000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-04-07,2025-04-10,3,KFAT,Fresno Yosemite International Airport,0.72,2025-04-07T00:31:37.390000Z,KAVQ,Marana Regional Airport,0.32,2025-04-10T19:43:39.880000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
SU-BTT,2025-04-08,2025-07-19,102,HEAR,El Arish International Airport,1.16,2025-04-08T10:42:45.170000Z,LFPB,Paris-Le Bourget International Airport,0.27,2025-07-19T10:14:39.180000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,101,no,yes,GAP -- aircraft unobserved for 101 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
SU-BTV,2025-04-08,2025-07-30,113,HEAR,El Arish International Airport,1.14,2025-04-08T10:39:48.930000Z,LFPB,Paris-Le Bourget International Airport,1.73,2025-07-30T08:57:46.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,112,no,yes,GAP -- aircraft unobserved for 112 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-04-10,2025-04-10,0,LFBO,Toulouse-Blagnac Airport,0.36,2025-04-10T04:38:50.020000Z,EDDF,Frankfurt Main Airport,2.17,2025-04-10T06:12:03.330000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-10,2025-04-10,0,EDDF,Frankfurt Main Airport,1.6,2025-04-10T07:18:42.460000Z,EPKK,Kraków John Paul II International Airport,0.49,2025-04-10T08:33:27.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-10,2025-04-10,0,EPKK,Kraków John Paul II International Airport,0.49,2025-04-10T09:26:21.400000Z,EDDF,Frankfurt Main Airport,2.35,2025-04-10T10:43:31.220000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-10,2025-04-10,0,EDDF,Frankfurt Main Airport,1.48,2025-04-10T12:55:48.500000Z,LROP,Bucharest Henri Coandă International Airport,0.67,2025-04-10T14:51:31.330000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-10,2025-04-10,0,LROP,Bucharest Henri Coandă International Airport,0.67,2025-04-10T14:52:05.480000Z,EDDF,Frankfurt Main Airport,1.61,2025-04-10T18:03:16.360000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-04-10,2025-04-18,8,LHBP,Budapest Liszt Ferenc International Airport,1.06,2025-04-10T15:36:48.410000Z,LOWW,Vienna International Airport,1.37,2025-04-18T06:36:52.550000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,7,no,yes,GAP -- aircraft unobserved for 7 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-04-10,2025-04-10,0,KSDL,Scottsdale Airport,0.76,2025-04-10T14:34:46.140000Z,KHHR,Jack Northrop Field Hawthorne Municipal Airport,0.05,2025-04-10T15:37:21.110000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-10,2025-04-11,1,KHHR,Jack Northrop Field Hawthorne Municipal Airport,0.05,2025-04-10T15:41:31.890000Z,KSDL,Scottsdale Airport,0.14,2025-04-11T00:51:05.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2025-04-10,2025-04-10,0,KBOS,Boston Logan International Airport,1.37,2025-04-10T00:13:40.530000Z,KCLE,Cleveland Hopkins International Airport,0.22,2025-04-10T20:33:11.220000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-10,2025-04-11,1,KCLE,Cleveland Hopkins International Airport,0.22,2025-04-10T20:33:50.280000Z,KSDL,Scottsdale Airport,0.29,2025-04-11T23:12:45.060000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-04-10,2025-04-10,0,KAVQ,Marana Regional Airport,0.32,2025-04-10T19:45:45.350000Z,KVNY,Van Nuys Airport,0.79,2025-04-10T21:35:39.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-10,2025-04-10,0,KVNY,Van Nuys Airport,0.29,2025-04-10T22:57:28.040000Z,KLVK,Livermore Municipal Airport,0.42,2025-04-10T23:50:57.330000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-11,2025-04-11,0,KLVK,Livermore Municipal Airport,0.13,2025-04-11T01:46:11.700000Z,KSJC,Mineta San Jose International Airport,0.19,2025-04-11T00:54:40.080000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-11,2025-04-11,0,KSJC,Mineta San Jose International Airport,0.19,2025-04-11T01:46:15.770000Z,KUDD,Bermuda Dunes Airport,0.25,2025-04-11T02:46:00.990000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-11,2025-04-13,2,KUDD,Bermuda Dunes Airport,0.25,2025-04-11T03:07:08.550000Z,KSLC,Salt Lake City International Airport,2.39,2025-04-13T16:25:26.720000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-04-12,2025-04-12,0,KSDL,Scottsdale Airport,0.19,2025-04-12T19:20:11.570000Z,KABQ,Albuquerque International Sunport,0.71,2025-04-12T20:13:35.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-12,2025-04-13,1,KABQ,Albuquerque International Sunport,0.66,2025-04-12T23:20:34.080000Z,KSDL,Scottsdale Airport,0.12,2025-04-13T00:14:58.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2025-04-12,2025-04-21,9,KSDL,Scottsdale Airport,0.16,2025-04-12T00:09:41.320000Z,KTYS,McGhee Tyson Airport,0.46,2025-04-21T19:57:25.330000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,8,no,yes,GAP -- aircraft unobserved for 8 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
