tail,utc_date,arrive_utc_date,gap_days,origin,origin_name,origin_km_from_field,depart_after_utc,dest,dest_name,dest_km_from_field,arrive_by_utc,archives,ledger_verdict,arrive_day_verdict,unobserved_days_inside_leg,recovered_from_backup_only,crosses_utc_midnight,confidence,near_sourced_event
N40JD,2025-04-13,2025-04-13,0,KSDL,Scottsdale Airport,0.22,2025-04-13T11:47:04.420000Z,H81,River Falls Airport,0.21,2025-04-13T13:13:23.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-13,2025-04-13,0,H81,River Falls Airport,0.21,2025-04-13T14:02:08.510000Z,KELP,El Paso International Airport,1.13,2025-04-13T14:58:55.340000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-13,2025-04-23,10,KELP,El Paso International Airport,1.13,2025-04-13T14:59:28.370000Z,KSDL,Scottsdale Airport,0.24,2025-04-23T17:03:32.060000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,9,no,yes,GAP -- aircraft unobserved for 9 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N560TW,2025-04-13,2025-04-21,8,KSDL,Scottsdale Airport,0.1,2025-04-13T07:22:26.940000Z,KABQ,Albuquerque International Sunport,0.68,2025-04-21T19:56:25.430000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,7,no,yes,GAP -- aircraft unobserved for 7 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-04-13,2025-04-13,0,KSLC,Salt Lake City International Airport,2.39,2025-04-13T17:10:08.950000Z,KIWA,Mesa Gateway Airport,1.58,2025-04-13T18:35:15.120000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-13,2025-04-24,11,KIWA,Mesa Gateway Airport,1.58,2025-04-13T18:37:17.450000Z,KSBD,San Bernardino International Airport,0.45,2025-04-24T13:39:03.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,10,no,yes,GAP -- aircraft unobserved for 10 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
SU-BTU,2025-04-14,2025-04-15,1,KPVU,Provo Municipal Airport,1.26,2025-04-14T12:02:37.440000Z,KILG,Wilmington Airport,4.14,2025-04-15T10:06:32.580000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
SU-BGM,2025-04-16,2025-10-22,189,KPVU,Provo Municipal Airport,1.41,2025-04-16T18:14:53.530000Z,HEAZ,Almaza Air Force Base,0.67,2025-10-22T07:07:31.200000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,ONLY_ON_AIRPLANES_LIVE,188,yes,yes,GAP -- aircraft unobserved for 188 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-04-18,2025-04-18,0,EDDF,Frankfurt Main Airport,2.06,2025-04-18T05:22:44.550000Z,DE-0218,Waldeck Airfield,6.55,2025-04-18T07:01:51.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-18,2025-04-18,0,DE-0218,Waldeck Airfield,6.55,2025-04-18T07:39:19.640000Z,EDDF,Frankfurt Main Airport,1.18,2025-04-18T07:01:51.920000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-18,2025-04-18,0,EDDF,Frankfurt Main Airport,2.33,2025-04-18T09:56:07.510000Z,EGBB,Birmingham Airport,0.01,2025-04-18T11:12:47.980000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-18,2025-04-18,0,EGBB,Birmingham Airport,0.79,2025-04-18T12:25:49.820000Z,EDDF,Frankfurt Main Airport,2.46,2025-04-18T13:39:28.810000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-04-18,2025-04-19,1,LOWW,Vienna International Airport,1.15,2025-04-18T07:50:29.470000Z,LBSF,Sofia Airport,0.53,2025-04-19T07:07:29.140000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-04-19,2025-04-19,0,EDDF,Frankfurt Main Airport,1.76,2025-04-19T05:13:21.420000Z,ENGM,Oslo-Gardermoen International Airport,0.78,2025-04-19T06:46:06.170000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-19,2025-04-19,0,ENGM,Oslo-Gardermoen International Airport,0.78,2025-04-19T06:46:39.200000Z,EDDF,Frankfurt Main Airport,2.25,2025-04-19T09:40:46.080000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-19,2025-04-19,0,EDDF,Frankfurt Main Airport,0.96,2025-04-19T15:21:19.320000Z,LSZH,Zürich Airport,0.74,2025-04-19T14:42:52.780000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-19,2025-04-19,0,LSZH,Zürich Airport,0.95,2025-04-19T16:58:27.860000Z,EDDF,Frankfurt Main Airport,1.62,2025-04-19T18:20:43.290000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-04-19,2025-04-20,1,LBSF,Sofia Airport,0.59,2025-04-19T08:05:20.120000Z,LICC,Catania-Fontanarossa Airport,0.4,2025-04-20T06:00:51.700000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-04-20,2025-04-20,0,EDDF,Frankfurt Main Airport,1.38,2025-04-20T08:47:23.250000Z,EIDW,Dublin Airport,0.5,2025-04-20T10:24:35.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-20,2025-04-20,0,EIDW,Dublin Airport,0.5,2025-04-20T11:24:00.320000Z,EDDF,Frankfurt Main Airport,1.57,2025-04-20T13:00:59.350000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-20,2025-04-20,0,EDDF,Frankfurt Main Airport,2.03,2025-04-20T14:36:54.800000Z,EDXW,Westerland Sylt Airport,0.53,2025-04-20T15:32:33.360000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-20,2025-04-20,0,EDXW,Westerland Sylt Airport,0.97,2025-04-20T16:30:29.670000Z,EDDF,Frankfurt Main Airport,1.12,2025-04-20T17:30:10.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-20,2025-04-24,4,EDDF,Frankfurt Main Airport,1.12,2025-04-20T17:36:53.810000Z,EGCC,Manchester Airport,1.02,2025-04-24T05:00:33.940000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,3,no,yes,GAP -- aircraft unobserved for 3 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2025-04-20,2025-04-20,0,LICC,Catania-Fontanarossa Airport,0.4,2025-04-20T06:03:07.410000Z,EGSS,London Stansted Airport,0.52,2025-04-20T12:59:49.490000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2025-04-21,2025-04-21,0,KABQ,Albuquerque International Sunport,0.68,2025-04-21T20:19:42.060000Z,KSDL,Scottsdale Airport,0.14,2025-04-21T21:16:52.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-21,2025-04-22,1,KTYS,McGhee Tyson Airport,1.1,2025-04-21T20:45:08.410000Z,KSDL,Scottsdale Airport,0.44,2025-04-22T03:46:01.640000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N40JD,2025-04-23,2025-04-23,0,KSDL,Scottsdale Airport,0.24,2025-04-23T18:13:24.190000Z,KBJC,Rocky Mountain Metropolitan Airport,0.52,2025-04-23T19:29:42.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-23,2025-04-24,1,KBJC,Rocky Mountain Metropolitan Airport,0.52,2025-04-23T20:27:22.230000Z,KSDL,Scottsdale Airport,0.09,2025-04-24T19:53:16.140000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-04-24,2025-04-24,0,EGCC,Manchester Airport,1.02,2025-04-24T05:25:33.270000Z,EDDF,Frankfurt Main Airport,1.4,2025-04-24T06:45:55.350000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-24,2025-04-24,0,EDDF,Frankfurt Main Airport,2.8,2025-04-24T08:20:13.460000Z,EGCC,Manchester Airport,0.54,2025-04-24T09:41:32.460000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-24,2025-04-24,0,EGCC,Manchester Airport,1.04,2025-04-24T10:49:17.490000Z,EDDF,Frankfurt Main Airport,2.12,2025-04-24T12:01:56.260000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-24,2025-04-24,0,EDDF,Frankfurt Main Airport,2.54,2025-04-24T15:25:42.320000Z,EGCC,Manchester Airport,0.41,2025-04-24T16:43:18.730000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-24,2025-04-24,0,EGCC,Manchester Airport,0.63,2025-04-24T17:51:56.140000Z,EDDF,Frankfurt Main Airport,1.37,2025-04-24T19:07:25.610000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-04-24,2025-05-02,8,EDDF,Frankfurt Main Airport,1.37,2025-04-24T19:12:26.410000Z,EDDP,Leipzig/Halle Airport,0.99,2025-05-02T04:10:18.520000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,7,no,yes,GAP -- aircraft unobserved for 7 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2025-04-24,2025-05-02,8,EGSS,London Stansted Airport,0.58,2025-04-24T20:57:34.940000Z,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,2.95,2025-05-02T08:22:47.170000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,7,no,yes,GAP -- aircraft unobserved for 7 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2025-04-24,2025-04-24,0,PHNL,Daniel K. Inouye International Airport,0.58,2025-04-24T09:11:26.740000Z,KIAD,Washington Dulles International Airport,1.68,2025-04-24T17:38:58.500000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2025-04-24,2025-04-24,0,KIAD,Washington Dulles International Airport,0.63,2025-04-24T19:08:37.180000Z,KTEB,Teterboro Airport,0.98,2025-04-24T19:58:59Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-24,2025-04-25,1,KSDL,Scottsdale Airport,0.56,2025-04-24T21:38:04.360000Z,KPHL,Philadelphia International Airport,1.02,2025-04-25T06:52:10.240000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-04-24,2025-04-24,0,KSBD,San Bernardino International Airport,0.45,2025-04-24T14:49:40.180000Z,KSDM,Brown Field Municipal Airport,0.89,2025-04-24T19:54:01.100000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-24,2025-04-24,0,KSDM,Brown Field Municipal Airport,0.89,2025-04-24T20:29:35.930000Z,KSNA,John Wayne Orange County International Airport,0.16,2025-04-24T22:42:13.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-24,2025-04-25,1,KSNA,John Wayne Orange County International Airport,0.16,2025-04-24T22:42:13.440000Z,KVNY,Van Nuys Airport,0.62,2025-04-25T20:06:12.480000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-04-25,2025-04-26,1,KVNY,Van Nuys Airport,0.62,2025-04-25T21:17:22.720000Z,KLAX,Los Angeles International Airport,1.54,2025-04-26T03:55:01.590000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N40JD,2025-04-26,2025-04-26,0,KSDL,Scottsdale Airport,0.53,2025-04-26T20:55:21.390000Z,KABQ,Albuquerque International Sunport,0.76,2025-04-26T21:42:24.350000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-04-26,2025-04-26,0,KABQ,Albuquerque International Sunport,0.76,2025-04-26T22:13:57.680000Z,KSDL,Scottsdale Airport,0.1,2025-04-26T23:16:10.640000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-26,2025-04-26,0,KPHL,Philadelphia International Airport,0.9,2025-04-26T00:14:28.290000Z,KSDL,Scottsdale Airport,0.54,2025-04-26T05:37:40.470000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-26,2025-04-26,0,KSDL,Scottsdale Airport,0.62,2025-04-26T16:44:17.950000Z,KDRO,Durango La Plata County Airport,0.55,2025-04-26T19:43:54.640000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-26,2025-04-27,1,KDRO,Durango La Plata County Airport,0.55,2025-04-26T20:14:34.480000Z,KBFI,King County International Airport - Boeing Field,0.69,2025-04-27T02:43:02.150000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-04-26,2025-04-29,3,KLAX,Los Angeles International Airport,1.54,2025-04-26T04:23:02.600000Z,KSNA,John Wayne Orange County International Airport,0.09,2025-04-29T21:05:51.400000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-04-27,2025-04-27,0,KBFI,King County International Airport - Boeing Field,0.69,2025-04-27T02:45:26.200000Z,KSDL,Scottsdale Airport,0.5,2025-04-27T05:39:18.710000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-04-29,2025-04-29,0,KSDL,Scottsdale Airport,0.44,2025-04-29T20:26:20.990000Z,KAPA,Centennial Airport,0.34,2025-04-29T21:46:47.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-29,2025-04-29,0,KSNA,John Wayne Orange County International Airport,0.09,2025-04-29T21:29:26.610000Z,KCRQ,McClellan-Palomar Airport,0.58,2025-04-29T22:15:24.330000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-29,2025-04-30,1,KCRQ,McClellan-Palomar Airport,0.58,2025-04-29T22:20:46.870000Z,KFNL,Northern Colorado Regional Airport,0.18,2025-04-30T00:20:26.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2025-04-30,2025-04-30,0,KTEB,Teterboro Airport,0.21,2025-04-30T09:37:49.870000Z,KVNY,Van Nuys Airport,0.89,2025-04-30T18:25:16.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2025-04-30,2025-05-01,1,KVNY,Van Nuys Airport,0.47,2025-04-30T20:14:14Z,KTEB,Teterboro Airport,0.93,2025-05-01T00:47:12.720000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2025-04-30,2025-04-30,0,KAPA,Centennial Airport,1.38,2025-04-30T02:41:43.510000Z,KSDL,Scottsdale Airport,0.31,2025-04-30T04:00:54.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-04-30,2025-04-30,0,KFNL,Northern Colorado Regional Airport,0.18,2025-04-30T01:00:51.210000Z,KCRQ,McClellan-Palomar Airport,0.21,2025-04-30T17:07:46.680000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|San Diego,CA|2025-05-01|Charlie|23.2"
N872RA,2025-04-30,2025-05-01,1,KCRQ,McClellan-Palomar Airport,0.58,2025-04-30T18:55:05.560000Z,KSAN,San Diego International Airport,0.75,2025-05-01T14:53:53.140000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"dest|San Diego,CA|2025-05-01|Charlie|6.2"
N2100L,2025-05-01,2025-05-01,0,KBIF,Biggs Army Air Field (Fort Bliss),1.9,2025-05-01T14:04:49.420000Z,KSMF,Sacramento International Airport,1.27,2025-05-01T17:17:42.990000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N2100L,2025-05-01,2025-05-01,0,KSMF,Sacramento International Airport,1.27,2025-05-01T17:40:04.550000Z,KBIF,Biggs Army Air Field (Fort Bliss),0.05,2025-05-01T20:18:28.180000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N2100L,2025-05-01,2025-05-01,0,KBIF,Biggs Army Air Field (Fort Bliss),0.05,2025-05-01T20:19:43.770000Z,KROW,Roswell Air Center Airport,1.63,2025-05-01T22:47:39.090000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,0,yes,no,direct,
N2100L,2025-05-01,2025-07-01,61,KROW,Roswell Air Center Airport,1.63,2025-05-01T22:51:42.620000Z,KHII,Lake Havasu City Airport,0.95,2025-07-01T01:17:28.700000Z,adsbexchange-samples,HELD_BY_ADSBEXCHANGE-SAMPLES,HELD_BY_ADSBEXCHANGE-SAMPLES,60,yes,yes,GAP -- aircraft unobserved for 60 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-05-01,2025-05-01,0,KSDL,Scottsdale Airport,0.92,2025-05-01T17:18:40.150000Z,KSAN,San Diego International Airport,0.96,2025-05-01T18:16:21.810000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|San Diego,CA|2025-05-01|Charlie|6.2"
N40JD,2025-05-01,2025-05-01,0,KSAN,San Diego International Airport,0.96,2025-05-01T19:00:05.880000Z,KSDL,Scottsdale Airport,0.15,2025-05-01T19:52:48.290000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|San Diego,CA|2025-05-01|Charlie|6.2"
N582MM,2025-05-01,2025-05-01,0,KSDL,Scottsdale Airport,0.58,2025-05-01T20:00:06.070000Z,KSAN,San Diego International Airport,0.24,2025-05-01T20:54:13.330000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|San Diego,CA|2025-05-01|Charlie|6.5"
N582MM,2025-05-01,2025-05-02,1,KSAN,San Diego International Airport,0.24,2025-05-01T22:59:26.250000Z,KLAS,Harry Reid International Airport,0.63,2025-05-02T02:15:09.990000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"origin|San Diego,CA|2025-05-01|Charlie|6.5"
N872RA,2025-05-01,2025-05-01,0,KSAN,San Diego International Airport,1.28,2025-05-01T17:13:17.420000Z,KPHX,Phoenix Sky Harbor International Airport,1.65,2025-05-01T18:02:08.520000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|San Diego,CA|2025-05-01|Charlie|6.3"
N872RA,2025-05-01,2025-05-01,0,KPHX,Phoenix Sky Harbor International Airport,1.65,2025-05-01T18:40:58.090000Z,KVNY,Van Nuys Airport,0.96,2025-05-01T21:06:37.850000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-05-01,2025-05-02,1,KVNY,Van Nuys Airport,0.43,2025-05-01T23:18:58.330000Z,KSDL,Scottsdale Airport,0.67,2025-05-02T15:25:33.970000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-05-02,2025-05-02,0,EDDP,Leipzig/Halle Airport,0.99,2025-05-02T05:04:48.670000Z,EDDF,Frankfurt Main Airport,1.61,2025-05-02T06:01:02.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-05-02,2025-05-02,0,EDDF,Frankfurt Main Airport,1.61,2025-05-02T06:03:48.180000Z,LFMN,Nice-Côte d'Azur Airport,1.49,2025-05-02T08:04:45.790000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-05-02,2025-05-02,0,LFMN,Nice-Côte d'Azur Airport,1.49,2025-05-02T08:12:20.660000Z,EDDF,Frankfurt Main Airport,1.7,2025-05-02T09:29:12.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-05-02,2025-05-02,0,EDDF,Frankfurt Main Airport,1.7,2025-05-02T09:30:25.240000Z,EDDS,Stuttgart Airport,1.76,2025-05-02T11:10:29.260000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-05-02,2025-05-02,0,EDDS,Stuttgart Airport,0.48,2025-05-02T13:18:19.410000Z,EDDF,Frankfurt Main Airport,1.96,2025-05-02T14:43:17.250000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-05-02,2025-05-02,0,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,3.1,2025-05-02T14:24:36.880000Z,LICJ,Falcone–Borsellino Airport,1.41,2025-05-02T16:07:29.050000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-05-02,2025-05-02,0,LICJ,Falcone–Borsellino Airport,1.41,2025-05-02T16:08:00.080000Z,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,2.81,2025-05-02T18:17:03.830000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-05-02,2025-05-02,0,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,2.81,2025-05-02T18:19:21.970000Z,LIBD,Bari Karol Wojtyła International Airport,0.71,2025-05-02T20:06:47.410000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-05-02,2025-05-02,0,LIBD,Bari Karol Wojtyła International Airport,0.71,2025-05-02T20:06:47.410000Z,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,2.7,2025-05-02T21:26:49.210000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-05-02,2025-05-22,20,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,2.7,2025-05-02T21:28:17.300000Z,LIPZ,Venice Marco Polo Airport,0.28,2025-05-22T09:15:29.880000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,19,no,yes,GAP -- aircraft unobserved for 19 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-05-02,2025-05-02,0,KSDL,Scottsdale Airport,0.52,2025-05-02T12:44:41.050000Z,KSLC,Salt Lake City International Airport,1.68,2025-05-02T13:58:22.610000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-05-02,2025-05-02,0,KSLC,Salt Lake City International Airport,1.68,2025-05-02T13:58:22.610000Z,KSDL,Scottsdale Airport,0.22,2025-05-02T15:50:46.750000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-05-02,2025-05-02,0,KSDL,Scottsdale Airport,0.28,2025-05-02T19:28:34.510000Z,KUDD,Bermuda Dunes Airport,0.23,2025-05-02T19:20:26.480000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-05-02,2025-05-02,0,KUDD,Bermuda Dunes Airport,0.23,2025-05-02T21:37:57.540000Z,KSDL,Scottsdale Airport,0.16,2025-05-02T21:36:00.040000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-05-02,2025-05-04,2,KLAS,Harry Reid International Airport,0.63,2025-05-02T02:23:35.580000Z,KSAN,San Diego International Airport,0.11,2025-05-04T00:47:02.320000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-05-02,2025-05-02,0,KSDL,Scottsdale Airport,0.67,2025-05-02T16:11:25.940000Z,KRNO,Reno Tahoe International Airport,0.95,2025-05-02T17:33:33.530000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-05-02,2025-05-02,0,KRNO,Reno Tahoe International Airport,0.95,2025-05-02T18:12:25.820000Z,KVNY,Van Nuys Airport,0.74,2025-05-02T19:13:50.020000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
