sweep_date,tail,source,circle_key,circle_kind,city,state,event_date,offset_days,who,points_in_circle,on_ground_in_circle,min_dist_mi,ground_lat,ground_lon,passed_geo_sweep_prefilter,trace_file
2023-02-07,N872RA,airplanes-live,20230208_tempe,event,Tempe,AZ,2023-02-08,-1,Charlie,263,False,2.78,,,True,N872RA/data/recovered/N872RA_2023-02-07_airplanes-live_trace_full.json.gz
2023-02-08,N582MM,airplanes-live,20230208_tempe,event,Tempe,AZ,2023-02-08,0,Charlie,142,False,10.16,,,True,N582MM/data/recovered/N582MM_2023-02-08_airplanes-live_trace_full.json.gz
2023-03-08,N560TW,airplanes-live,20230308_lexington,event,Lexington,KY,2023-03-08,0,Charlie,179,False,8.95,,,True,N560TW/data/recovered/N560TW_2023-03-08_airplanes-live_trace_full.json.gz
2023-03-08,N560TW,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,44,False,6.18,,,True,N560TW/data/recovered/N560TW_2023-03-08_adsb-lol_trace_full.json.gz
2023-03-08,N560TW,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,32,False,6.32,,,True,N560TW/data/recovered/N560TW_2023-03-08_airplanes-live_trace_full.json.gz
2023-03-09,N560TW,airplanes-live,20230308_lexington,event,Lexington,KY,2023-03-08,1,Charlie,129,False,2.15,,,True,N560TW/data/recovered/N560TW_2023-03-09_airplanes-live_trace_full.json.gz
2023-03-21,N582MM,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,4,False,49.17,,,True,N582MM/data/recovered/N582MM_2023-03-21_adsb-lol_trace_full.json.gz
2023-03-21,N582MM,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,5,False,49.14,,,True,N582MM/data/recovered/N582MM_2023-03-21_airplanes-live_trace_full.json.gz
2023-03-22,N582MM,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,27,False,30.63,,,True,N582MM/data/recovered/N582MM_2023-03-22_adsb-lol_trace_full.json.gz
2023-03-22,N582MM,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,40,False,30.63,,,True,N582MM/data/recovered/N582MM_2023-03-22_airplanes-live_trace_full.json.gz
2023-03-23,N102DZ,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,28,False,4.12,,,True,N102DZ/data/recovered/N102DZ_2023-03-23_adsb-lol_trace_full.json.gz
2023-03-23,N102DZ,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,39,False,3.87,,,True,N102DZ/data/recovered/N102DZ_2023-03-23_airplanes-live_trace_full.json.gz
2023-03-23,N582MM,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,35,False,5.12,,,True,N582MM/data/recovered/N582MM_2023-03-23_adsb-lol_trace_full.json.gz
2023-03-23,N582MM,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,50,False,5.13,,,True,N582MM/data/recovered/N582MM_2023-03-23_airplanes-live_trace_full.json.gz
2023-03-26,N582MM,adsb-lol,20230327_fort_worth,event,Fort Worth,TX,2023-03-27,-1,Charlie,141,False,16.14,,,True,N582MM/data/recovered/N582MM_2023-03-26_adsb-lol_trace_full.json.gz
2023-03-26,N582MM,airplanes-live,20230327_fort_worth,event,Fort Worth,TX,2023-03-27,-1,Charlie,146,False,16.14,,,True,N582MM/data/recovered/N582MM_2023-03-26_airplanes-live_trace_full.json.gz
2023-03-26,N582MM,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,23,False,33.48,,,True,N582MM/data/recovered/N582MM_2023-03-26_adsb-lol_trace_full.json.gz
2023-03-26,N582MM,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,35,False,33.46,,,True,N582MM/data/recovered/N582MM_2023-03-26_airplanes-live_trace_full.json.gz
2023-04-03,N102DZ,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,17,False,19.93,,,True,N102DZ/data/recovered/N102DZ_2023-04-03_adsb-lol_trace_full.json.gz
2023-04-03,N102DZ,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,25,False,19.93,,,True,N102DZ/data/recovered/N102DZ_2023-04-03_airplanes-live_trace_full.json.gz
2023-06-16,N582MM,adsb-lol,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,23,False,23.08,,,True,N582MM/data/recovered/N582MM_2023-06-16_adsb-lol_trace_full.json.gz
2023-06-16,N582MM,airplanes-live,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,51,False,22.95,,,True,N582MM/data/recovered/N582MM_2023-06-16_airplanes-live_trace_full.json.gz
2023-06-20,N582MM,adsb-lol,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,19,False,33.77,,,True,N582MM/data/recovered/N582MM_2023-06-20_adsb-lol_trace_full.json.gz
2023-06-20,N582MM,airplanes-live,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,28,False,33.79,,,True,N582MM/data/recovered/N582MM_2023-06-20_airplanes-live_trace_full.json.gz
2023-07-16,N582MM,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,18,False,29.76,,,True,N582MM/data/recovered/N582MM_2023-07-16_adsb-lol_trace_full.json.gz
2023-07-16,N582MM,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,27,False,29.73,,,True,N582MM/data/recovered/N582MM_2023-07-16_airplanes-live_trace_full.json.gz
2023-07-17,N582MM,adsb-lol,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,7,False,48.54,,,True,N582MM/data/recovered/N582MM_2023-07-17_adsb-lol_trace_full.json.gz
2023-07-17,N582MM,airplanes-live,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,10,False,48.54,,,True,N582MM/data/recovered/N582MM_2023-07-17_airplanes-live_trace_full.json.gz
2023-07-17,N582MM,adsb-lol,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,18,False,30.43,,,True,N582MM/data/recovered/N582MM_2023-07-17_adsb-lol_trace_full.json.gz
2023-07-17,N582MM,airplanes-live,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,27,False,30.39,,,True,N582MM/data/recovered/N582MM_2023-07-17_airplanes-live_trace_full.json.gz
2023-07-17,N582MM,adsb-lol,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,37,False,17.29,,,True,N582MM/data/recovered/N582MM_2023-07-17_adsb-lol_trace_full.json.gz
2023-07-17,N582MM,airplanes-live,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,50,False,17.23,,,True,N582MM/data/recovered/N582MM_2023-07-17_airplanes-live_trace_full.json.gz
2023-08-24,N582MM,adsb-lol,20230825_lincoln,event,Lincoln,NE,2023-08-25,-1,Charlie,38,False,14.9,,,True,N582MM/data/recovered/N582MM_2023-08-24_adsb-lol_trace_full.json.gz
2023-08-24,N582MM,airplanes-live,20230825_lincoln,event,Lincoln,NE,2023-08-25,-1,Charlie,39,False,14.9,,,True,N582MM/data/recovered/N582MM_2023-08-24_airplanes-live_trace_full.json.gz
2023-08-24,N582MM,adsb-lol,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,38,False,12.59,,,True,N582MM/data/recovered/N582MM_2023-08-24_adsb-lol_trace_full.json.gz
2023-08-24,N582MM,airplanes-live,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,38,False,12.62,,,True,N582MM/data/recovered/N582MM_2023-08-24_airplanes-live_trace_full.json.gz
2023-09-14,N582MM,adsb-lol,20230913_san_diego,event,San Diego,CA,2023-09-13,1,Charlie,193,True,1.41,32.735161,-117.198138,True,N582MM/data/recovered/N582MM_2023-09-14_adsb-lol_trace_full.json.gz
2023-09-14,N582MM,airplanes-live,20230913_san_diego,event,San Diego,CA,2023-09-13,1,Charlie,242,True,1.44,32.734085,-117.191821,True,N582MM/data/recovered/N582MM_2023-09-14_airplanes-live_trace_full.json.gz
2023-09-14,N582MM,adsb-lol,20230914_san_diego,event,San Diego,CA,2023-09-14,0,Charlie,193,True,1.41,32.735161,-117.198138,True,N582MM/data/recovered/N582MM_2023-09-14_adsb-lol_trace_full.json.gz
2023-09-14,N582MM,airplanes-live,20230914_san_diego,event,San Diego,CA,2023-09-14,0,Charlie,242,True,1.44,32.734085,-117.191821,True,N582MM/data/recovered/N582MM_2023-09-14_airplanes-live_trace_full.json.gz
2023-09-14,N582MM,adsb-lol,20230915_san_diego,event,San Diego,CA,2023-09-15,-1,Charlie,193,True,1.41,32.735161,-117.198138,True,N582MM/data/recovered/N582MM_2023-09-14_adsb-lol_trace_full.json.gz
2023-09-14,N582MM,airplanes-live,20230915_san_diego,event,San Diego,CA,2023-09-15,-1,Charlie,242,True,1.44,32.734085,-117.191821,True,N582MM/data/recovered/N582MM_2023-09-14_airplanes-live_trace_full.json.gz
2023-09-15,N582MM,adsb-lol,20230914_san_diego,event,San Diego,CA,2023-09-14,1,Charlie,144,False,6.52,,,True,N582MM/data/recovered/N582MM_2023-09-15_adsb-lol_trace_full.json.gz
2023-09-15,N582MM,airplanes-live,20230914_san_diego,event,San Diego,CA,2023-09-14,1,Charlie,197,True,6.32,32.730587,-117.177345,True,N582MM/data/recovered/N582MM_2023-09-15_airplanes-live_trace_full.json.gz
2023-09-15,N582MM,adsb-lol,20230915_san_diego,event,San Diego,CA,2023-09-15,0,Charlie,144,False,6.52,,,True,N582MM/data/recovered/N582MM_2023-09-15_adsb-lol_trace_full.json.gz
2023-09-15,N582MM,airplanes-live,20230915_san_diego,event,San Diego,CA,2023-09-15,0,Charlie,197,True,6.32,32.730587,-117.177345,True,N582MM/data/recovered/N582MM_2023-09-15_airplanes-live_trace_full.json.gz
2023-09-18,N560TW,adsb-lol,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,-1,Charlie,45,False,32.61,,,True,N560TW/data/recovered/N560TW_2023-09-18_adsb-lol_trace_full.json.gz
2023-09-18,N560TW,airplanes-live,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,-1,Charlie,16,False,38.11,,,True,N560TW/data/recovered/N560TW_2023-09-18_airplanes-live_trace_full.json.gz
2023-09-19,N582MM,adsb-lol,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,0,Charlie,37,False,35.92,,,True,N582MM/data/recovered/N582MM_2023-09-19_adsb-lol_trace_full.json.gz
2023-09-19,N582MM,airplanes-live,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,0,Charlie,37,False,35.92,,,True,N582MM/data/recovered/N582MM_2023-09-19_airplanes-live_trace_full.json.gz
2023-09-20,N560TW,adsb-lol,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,1,Charlie,29,False,24.59,,,True,N560TW/data/recovered/N560TW_2023-09-20_adsb-lol_trace_full.json.gz
2023-09-20,N560TW,airplanes-live,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,1,Charlie,11,False,38.2,,,True,N560TW/data/recovered/N560TW_2023-09-20_airplanes-live_trace_full.json.gz
2023-09-20,N560TW,adsb-lol,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,159,False,34.73,,,True,N560TW/data/recovered/N560TW_2023-09-20_adsb-lol_trace_full.json.gz
2023-09-20,N560TW,airplanes-live,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,163,False,34.73,,,True,N560TW/data/recovered/N560TW_2023-09-20_airplanes-live_trace_full.json.gz
2023-09-28,N560TW,adsb-lol,20230927_tempe,event,Tempe,AZ,2023-09-27,1,Charlie,248,True,3.66,33.628848,-111.902533,True,N560TW/data/recovered/N560TW_2023-09-28_adsb-lol_trace_full.json.gz
2023-09-28,N560TW,airplanes-live,20230927_tempe,event,Tempe,AZ,2023-09-27,1,Charlie,245,True,3.65,33.628848,-111.902533,True,N560TW/data/recovered/N560TW_2023-09-28_airplanes-live_trace_full.json.gz
2023-09-28,N582MM,adsb-lol,20230927_tempe,event,Tempe,AZ,2023-09-27,1,Charlie,189,True,4.63,33.42773,-112.010268,True,N582MM/data/recovered/N582MM_2023-09-28_adsb-lol_trace_full.json.gz
2023-09-28,N582MM,airplanes-live,20230927_tempe,event,Tempe,AZ,2023-09-27,1,Charlie,204,True,4.63,33.426182,-112.022934,True,N582MM/data/recovered/N582MM_2023-09-28_airplanes-live_trace_full.json.gz
2023-10-09,N582MM,adsb-lol,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,19,False,44.13,,,True,N582MM/data/recovered/N582MM_2023-10-09_adsb-lol_trace_full.json.gz
2023-10-09,N582MM,airplanes-live,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,19,False,44.12,,,True,N582MM/data/recovered/N582MM_2023-10-09_airplanes-live_trace_full.json.gz
2023-10-12,N582MM,adsb-lol,20231012_atlanta,event,Atlanta,GA,2023-10-12,0,TPUSA,117,False,6.46,,,True,N582MM/data/recovered/N582MM_2023-10-12_adsb-lol_trace_full.json.gz
2023-10-12,N582MM,airplanes-live,20231012_atlanta,event,Atlanta,GA,2023-10-12,0,TPUSA,98,False,6.46,,,True,N582MM/data/recovered/N582MM_2023-10-12_airplanes-live_trace_full.json.gz
2023-10-12,N582MM,adsb-lol,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,140,False,4.15,,,True,N582MM/data/recovered/N582MM_2023-10-12_adsb-lol_trace_full.json.gz
2023-10-12,N582MM,airplanes-live,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,143,False,4.15,,,True,N582MM/data/recovered/N582MM_2023-10-12_airplanes-live_trace_full.json.gz
2023-10-13,N582MM,adsb-lol,20231012_atlanta,event,Atlanta,GA,2023-10-12,1,TPUSA,113,False,11.84,,,True,N582MM/data/recovered/N582MM_2023-10-13_adsb-lol_trace_full.json.gz
2023-10-13,N582MM,airplanes-live,20231012_atlanta,event,Atlanta,GA,2023-10-12,1,TPUSA,97,False,13.48,,,True,N582MM/data/recovered/N582MM_2023-10-13_airplanes-live_trace_full.json.gz
2023-10-13,N582MM,adsb-lol,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,62,False,2.68,,,True,N582MM/data/recovered/N582MM_2023-10-13_adsb-lol_trace_full.json.gz
2023-10-13,N582MM,airplanes-live,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,68,False,2.66,,,True,N582MM/data/recovered/N582MM_2023-10-13_airplanes-live_trace_full.json.gz
2023-10-18,N582MM,adsb-lol,20231019_springfield,event,Springfield,MO,2023-10-19,-1,Charlie,37,False,43.51,,,True,N582MM/data/recovered/N582MM_2023-10-18_adsb-lol_trace_full.json.gz
2023-10-18,N582MM,airplanes-live,20231019_springfield,event,Springfield,MO,2023-10-19,-1,Charlie,36,False,43.5,,,True,N582MM/data/recovered/N582MM_2023-10-18_airplanes-live_trace_full.json.gz
2023-11-09,N560TW,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,36,False,1.97,,,True,N560TW/data/recovered/N560TW_2023-11-09_adsb-lol_trace_full.json.gz
2023-11-09,N560TW,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,47,False,1.41,,,True,N560TW/data/recovered/N560TW_2023-11-09_airplanes-live_trace_full.json.gz
2023-11-09,N582MM,adsb-lol,20231109_los_angeles,event,Los Angeles,CA,2023-11-09,0,Charlie,262,False,11.96,,,True,N582MM/data/recovered/N582MM_2023-11-09_adsb-lol_trace_full.json.gz
2023-11-09,N582MM,airplanes-live,20231109_los_angeles,event,Los Angeles,CA,2023-11-09,0,Charlie,272,False,11.86,,,True,N582MM/data/recovered/N582MM_2023-11-09_airplanes-live_trace_full.json.gz
2023-11-09,N582MM,adsb-lol,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,6,False,48.55,,,True,N582MM/data/recovered/N582MM_2023-11-09_adsb-lol_trace_full.json.gz
2023-11-09,N582MM,airplanes-live,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,6,False,48.56,,,True,N582MM/data/recovered/N582MM_2023-11-09_airplanes-live_trace_full.json.gz
2023-11-10,N582MM,adsb-lol,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,26,False,9.95,,,True,N582MM/data/recovered/N582MM_2023-11-10_adsb-lol_trace_full.json.gz
2023-11-10,N582MM,airplanes-live,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,27,False,10.06,,,True,N582MM/data/recovered/N582MM_2023-11-10_airplanes-live_trace_full.json.gz
2023-12-15,N560TW,adsb-lol,20231216_phoenix,event,Phoenix,AZ,2023-12-16,-1,Charlie,298,True,7.59,33.624939,-111.908196,False,N560TW/data/recovered/N560TW_2023-12-15_adsb-lol_trace_full.json.gz
2023-12-15,N560TW,airplanes-live,20231216_phoenix,event,Phoenix,AZ,2023-12-16,-1,Charlie,293,True,7.59,33.623245,-111.910115,False,N560TW/data/recovered/N560TW_2023-12-15_airplanes-live_trace_full.json.gz
2023-12-16,N582MM,adsb-lol,20231216_phoenix,event,Phoenix,AZ,2023-12-16,0,Charlie,347,True,8.79,33.624262,-111.908941,True,N582MM/data/recovered/N582MM_2023-12-16_adsb-lol_trace_full.json.gz
2023-12-16,N582MM,airplanes-live,20231216_phoenix,event,Phoenix,AZ,2023-12-16,0,Charlie,338,True,8.79,33.625935,-111.905771,True,N582MM/data/recovered/N582MM_2023-12-16_airplanes-live_trace_full.json.gz
2023-12-16,N582MM,adsb-lol,20231217_phoenix,event,Phoenix,AZ,2023-12-17,-1,Charlie,347,True,8.79,33.624262,-111.908941,True,N582MM/data/recovered/N582MM_2023-12-16_adsb-lol_trace_full.json.gz
2023-12-16,N582MM,airplanes-live,20231217_phoenix,event,Phoenix,AZ,2023-12-17,-1,Charlie,338,True,8.79,33.625935,-111.905771,True,N582MM/data/recovered/N582MM_2023-12-16_airplanes-live_trace_full.json.gz
2023-12-16,N582MM,adsb-lol,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,24,False,40.53,,,True,N582MM/data/recovered/N582MM_2023-12-16_adsb-lol_trace_full.json.gz
2023-12-16,N582MM,airplanes-live,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,24,False,40.53,,,True,N582MM/data/recovered/N582MM_2023-12-16_airplanes-live_trace_full.json.gz
2023-12-17,N582MM,adsb-lol,20231216_phoenix,event,Phoenix,AZ,2023-12-16,1,Charlie,339,True,0.68,33.620934,-111.912804,True,N582MM/data/recovered/N582MM_2023-12-17_adsb-lol_trace_full.json.gz
2023-12-17,N582MM,airplanes-live,20231216_phoenix,event,Phoenix,AZ,2023-12-16,1,Charlie,322,True,0.67,33.620934,-111.912804,True,N582MM/data/recovered/N582MM_2023-12-17_airplanes-live_trace_full.json.gz
2023-12-17,N582MM,adsb-lol,20231217_phoenix,event,Phoenix,AZ,2023-12-17,0,Charlie,339,True,0.68,33.620934,-111.912804,True,N582MM/data/recovered/N582MM_2023-12-17_adsb-lol_trace_full.json.gz
2023-12-17,N582MM,airplanes-live,20231217_phoenix,event,Phoenix,AZ,2023-12-17,0,Charlie,322,True,0.67,33.620934,-111.912804,True,N582MM/data/recovered/N582MM_2023-12-17_airplanes-live_trace_full.json.gz
2023-12-17,N582MM,adsb-lol,20231218_phoenix,event,Phoenix,AZ,2023-12-18,-1,Charlie,339,True,0.68,33.620934,-111.912804,True,N582MM/data/recovered/N582MM_2023-12-17_adsb-lol_trace_full.json.gz
2023-12-17,N582MM,airplanes-live,20231218_phoenix,event,Phoenix,AZ,2023-12-18,-1,Charlie,322,True,0.67,33.620934,-111.912804,True,N582MM/data/recovered/N582MM_2023-12-17_airplanes-live_trace_full.json.gz
2023-12-18,N582MM,adsb-lol,20231217_phoenix,event,Phoenix,AZ,2023-12-17,1,Charlie,250,True,10.55,33.425601,-112.026901,True,N582MM/data/recovered/N582MM_2023-12-18_adsb-lol_trace_full.json.gz
2023-12-18,N582MM,airplanes-live,20231217_phoenix,event,Phoenix,AZ,2023-12-17,1,Charlie,250,True,10.55,33.425601,-112.026873,True,N582MM/data/recovered/N582MM_2023-12-18_airplanes-live_trace_full.json.gz
2023-12-18,N582MM,adsb-lol,20231218_phoenix,event,Phoenix,AZ,2023-12-18,0,Charlie,250,True,10.55,33.425601,-112.026901,True,N582MM/data/recovered/N582MM_2023-12-18_adsb-lol_trace_full.json.gz
2023-12-18,N582MM,airplanes-live,20231218_phoenix,event,Phoenix,AZ,2023-12-18,0,Charlie,250,True,10.55,33.425601,-112.026873,True,N582MM/data/recovered/N582MM_2023-12-18_airplanes-live_trace_full.json.gz
2023-12-18,N582MM,adsb-lol,20231219_phoenix,event,Phoenix,AZ,2023-12-19,-1,Charlie,250,True,10.55,33.425601,-112.026901,True,N582MM/data/recovered/N582MM_2023-12-18_adsb-lol_trace_full.json.gz
2023-12-18,N582MM,airplanes-live,20231219_phoenix,event,Phoenix,AZ,2023-12-19,-1,Charlie,250,True,10.55,33.425601,-112.026873,True,N582MM/data/recovered/N582MM_2023-12-18_airplanes-live_trace_full.json.gz
2023-12-19,N560TW,adsb-lol,20231218_phoenix,event,Phoenix,AZ,2023-12-18,1,Charlie,144,True,7.79,33.622819,-111.909442,True,N560TW/data/recovered/N560TW_2023-12-19_adsb-lol_trace_full.json.gz
2023-12-19,N560TW,airplanes-live,20231218_phoenix,event,Phoenix,AZ,2023-12-18,1,Charlie,138,True,7.79,33.628819,-111.902562,True,N560TW/data/recovered/N560TW_2023-12-19_airplanes-live_trace_full.json.gz
2023-12-19,N560TW,adsb-lol,20231219_phoenix,event,Phoenix,AZ,2023-12-19,0,Charlie,144,True,7.79,33.622819,-111.909442,True,N560TW/data/recovered/N560TW_2023-12-19_adsb-lol_trace_full.json.gz
2023-12-19,N560TW,airplanes-live,20231219_phoenix,event,Phoenix,AZ,2023-12-19,0,Charlie,138,True,7.79,33.628819,-111.902562,True,N560TW/data/recovered/N560TW_2023-12-19_airplanes-live_trace_full.json.gz
2023-12-19,N582MM,adsb-lol,20231218_phoenix,event,Phoenix,AZ,2023-12-18,1,Charlie,315,True,7.92,33.686642,-112.085352,True,N582MM/data/recovered/N582MM_2023-12-19_adsb-lol_trace_full.json.gz
2023-12-19,N582MM,airplanes-live,20231218_phoenix,event,Phoenix,AZ,2023-12-18,1,Charlie,326,True,7.92,33.686642,-112.085352,True,N582MM/data/recovered/N582MM_2023-12-19_airplanes-live_trace_full.json.gz
2023-12-19,N582MM,adsb-lol,20231219_phoenix,event,Phoenix,AZ,2023-12-19,0,Charlie,315,True,7.92,33.686642,-112.085352,True,N582MM/data/recovered/N582MM_2023-12-19_adsb-lol_trace_full.json.gz
2023-12-19,N582MM,airplanes-live,20231219_phoenix,event,Phoenix,AZ,2023-12-19,0,Charlie,326,True,7.92,33.686642,-112.085352,True,N582MM/data/recovered/N582MM_2023-12-19_airplanes-live_trace_full.json.gz
2024-01-28,N102DZ,adsb-lol,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,-1,Charlie,9,False,38.83,,,True,N102DZ/data/recovered/N102DZ_2024-01-28_adsb-lol_trace_full.json.gz
2024-01-28,N102DZ,airplanes-live,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,-1,Charlie,9,False,38.91,,,True,N102DZ/data/recovered/N102DZ_2024-01-28_airplanes-live_trace_full.json.gz
2024-01-28,N560TW,adsb-lol,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,-1,Charlie,133,False,6.76,,,True,N560TW/data/recovered/N560TW_2024-01-28_adsb-lol_trace_full.json.gz
2024-01-28,N560TW,airplanes-live,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,-1,Charlie,132,False,6.76,,,True,N560TW/data/recovered/N560TW_2024-01-28_airplanes-live_trace_full.json.gz
2024-01-29,N102DZ,adsb-lol,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,0,Charlie,36,False,31.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-29_adsb-lol_trace_full.json.gz
2024-01-29,N102DZ,airplanes-live,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,0,Charlie,36,False,31.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-29_airplanes-live_trace_full.json.gz
2024-01-29,N102DZ,adsb-lol,20240130_las_vegas,event,Las Vegas,NV,2024-01-30,-1,Charlie,36,False,31.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-29_adsb-lol_trace_full.json.gz
2024-01-29,N102DZ,airplanes-live,20240130_las_vegas,event,Las Vegas,NV,2024-01-30,-1,Charlie,36,False,31.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-29_airplanes-live_trace_full.json.gz
2024-01-30,N102DZ,adsb-lol,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,1,Charlie,273,False,10.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-30_adsb-lol_trace_full.json.gz
2024-01-30,N102DZ,airplanes-live,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,1,Charlie,290,True,10.17,36.082466,-115.167542,True,N102DZ/data/recovered/N102DZ_2024-01-30_airplanes-live_trace_full.json.gz
2024-01-30,N102DZ,adsb-lol,20240130_las_vegas,event,Las Vegas,NV,2024-01-30,0,Charlie,273,False,10.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-30_adsb-lol_trace_full.json.gz
2024-01-30,N102DZ,airplanes-live,20240130_las_vegas,event,Las Vegas,NV,2024-01-30,0,Charlie,290,True,10.17,36.082466,-115.167542,True,N102DZ/data/recovered/N102DZ_2024-01-30_airplanes-live_trace_full.json.gz
2024-01-30,N102DZ,adsb-lol,20240131_las_vegas,event,Las Vegas,NV,2024-01-31,-1,Charlie,273,False,10.17,,,True,N102DZ/data/recovered/N102DZ_2024-01-30_adsb-lol_trace_full.json.gz
2024-01-30,N102DZ,airplanes-live,20240131_las_vegas,event,Las Vegas,NV,2024-01-31,-1,Charlie,290,True,10.17,36.082466,-115.167542,True,N102DZ/data/recovered/N102DZ_2024-01-30_airplanes-live_trace_full.json.gz
2024-01-30,N102DZ,adsb-lol,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,8,False,48.63,,,True,N102DZ/data/recovered/N102DZ_2024-01-30_adsb-lol_trace_full.json.gz
2024-01-30,N102DZ,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,8,False,48.62,,,True,N102DZ/data/recovered/N102DZ_2024-01-30_airplanes-live_trace_full.json.gz
2024-02-02,N102DZ,adsb-lol,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,57,False,4.1,,,True,N102DZ/data/recovered/N102DZ_2024-02-02_adsb-lol_trace_full.json.gz
