sweep_date,circle_key,circle_kind,city,state,event_date,offset_days,who,entering,on_ground,notable_ground_all,notable_ground_excl_airliner
2024-09-04,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,991,160,30,27
2024-09-04,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,978,0,0,0
2024-09-04,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,932,81,17,14
2024-09-04,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,865,1,0,0
2024-09-04,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,430,4,0,0
2024-09-04,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,812,1,0,0
2024-09-05,20240905_madison,event,Madison,WI,2024-09-05,0,Charlie,999,39,13,11
2024-09-05,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1036,144,29,26
2024-09-05,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,994,0,0,0
2024-09-05,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,972,95,20,17
2024-09-05,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,807,0,0,0
2024-09-05,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,439,1,1,1
2024-09-05,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,830,0,0,0
2024-09-06,20240905_madison,event,Madison,WI,2024-09-05,1,Charlie,1087,19,6,5
2024-09-06,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1008,140,26,23
2024-09-06,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1071,0,0,0
2024-09-06,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,969,97,20,17
2024-09-06,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,878,0,0,0
2024-09-06,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,426,1,0,0
2024-09-06,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,793,0,0,0
2024-09-09,20240910_boulder,event,Boulder,CO,2024-09-10,-1,Charlie,1860,1060,133,118
2024-09-09,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1020,154,15,15
2024-09-09,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,942,0,0,0
2024-09-09,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,984,90,10,9
2024-09-09,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,871,0,0,0
2024-09-09,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,478,4,0,0
2024-09-09,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,724,0,0,0
2024-09-10,20240910_boulder,event,Boulder,CO,2024-09-10,0,Charlie,1959,1067,130,107
2024-09-10,20240911_denton,event,Denton,TX,2024-09-11,-1,Charlie,2355,990,114,79
2024-09-10,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1129,160,29,25
2024-09-10,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1022,0,0,0
2024-09-10,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,921,54,5,3
2024-09-10,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,900,0,0,0
2024-09-10,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,465,2,1,1
2024-09-10,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,794,1,0,0
2024-09-11,20240910_boulder,event,Boulder,CO,2024-09-10,1,Charlie,1862,1072,140,121
2024-09-11,20240911_denton,event,Denton,TX,2024-09-11,0,Charlie,2250,926,112,75
2024-09-11,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1031,150,28,25
2024-09-11,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,928,1,1,1
2024-09-11,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,973,100,15,12
2024-09-11,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,754,1,0,0
2024-09-11,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,432,5,4,4
2024-09-11,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,809,1,0,0
2024-09-12,20240911_denton,event,Denton,TX,2024-09-11,1,Charlie,2535,938,107,85
2024-09-12,20240913_manhattan,event,Manhattan,KS,2024-09-13,-1,Charlie,899,2,0,0
2024-09-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1094,143,24,21
2024-09-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,993,0,0,0
2024-09-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1044,104,18,15
2024-09-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,724,0,0,0
2024-09-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,375,8,1,1
2024-09-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,867,1,0,0
2024-09-13,20240913_manhattan,event,Manhattan,KS,2024-09-13,0,Charlie,951,0,0,0
2024-09-13,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1080,171,33,29
2024-09-13,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1027,0,0,0
2024-09-13,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1122,101,15,12
2024-09-13,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,894,0,0,0
2024-09-13,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,470,5,1,1
2024-09-13,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,909,1,0,0
2024-09-14,20240913_manhattan,event,Manhattan,KS,2024-09-13,1,Charlie,759,0,0,0
2024-09-14,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,962,147,14,10
2024-09-14,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,831,0,0,0
2024-09-14,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,857,74,10,8
2024-09-14,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,744,0,0,0
2024-09-14,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,441,10,2,2
2024-09-14,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,774,1,0,0
2024-09-17,20240918_pittsburgh,event,Pittsburgh,PA,2024-09-18,-1,Charlie,1469,44,10,10
2024-09-17,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1067,147,26,22
2024-09-17,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,990,0,0,0
2024-09-17,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,855,95,16,13
2024-09-17,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,868,0,0,0
2024-09-17,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,447,5,0,0
2024-09-17,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,787,0,0,0
2024-09-19,20240918_pittsburgh,event,Pittsburgh,PA,2024-09-18,1,Charlie,24,1,0,0
2024-09-19,20240919_university_park,event,University Park,PA,2024-09-19,0,Charlie,22,0,0,0
2024-09-19,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,20,4,1,1
2024-09-19,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,17,0,0,0
2024-09-19,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,12,0,0,0
2024-09-19,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,14,0,0,0
2024-09-19,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,9,0,0,0
2024-09-19,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,19,0,0,0
2024-09-20,20240919_university_park,event,University Park,PA,2024-09-19,1,Charlie,1383,0,0,0
2024-09-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1024,183,30,27
2024-09-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1185,0,0,0
2024-09-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,955,0,0,0
2024-09-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,991,0,0,0
2024-09-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,474,9,2,2
2024-09-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,884,1,0,0
2024-09-29,20240930_missoula,event,Missoula,MT,2024-09-30,-1,Charlie,16,0,0,0
2024-09-29,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,981,162,15,13
2024-09-29,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,996,2,2,2
2024-09-29,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,982,1,0,0
2024-09-29,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,827,0,0,0
2024-09-29,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,435,5,1,1
2024-09-29,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,866,0,0,0
2024-09-30,20240930_missoula,event,Missoula,MT,2024-09-30,0,Charlie,11,0,0,0
2024-09-30,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,997,145,15,15
2024-09-30,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1019,0,0,0
2024-09-30,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1015,0,0,0
2024-09-30,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,839,0,0,0
2024-09-30,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,464,3,0,0
2024-09-30,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,786,0,0,0
2024-10-01,20240930_missoula,event,Missoula,MT,2024-09-30,1,Charlie,7,0,0,0
2024-10-01,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1006,135,21,18
2024-10-01,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1005,0,0,0
2024-10-01,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,909,0,0,0
2024-10-01,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,844,1,1,1
2024-10-01,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,463,4,1,1
2024-10-01,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,782,0,0,0
2024-10-10,20241011_corvallis,event,Corvallis,OR,2024-10-11,-1,Charlie,647,115,26,26
2024-10-10,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1146,192,38,36
2024-10-10,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,978,0,0,0
2024-10-10,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1090,111,19,16
2024-10-10,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,875,1,0,0
2024-10-10,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,407,5,3,3
2024-10-10,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,864,0,0,0
2024-10-11,20241011_corvallis,event,Corvallis,OR,2024-10-11,0,Charlie,794,152,21,21
2024-10-11,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1233,226,38,36
2024-10-11,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1141,0,0,0
2024-10-11,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1049,108,19,17
2024-10-11,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,980,0,0,0
2024-10-11,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,440,7,2,2
2024-10-11,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,902,0,0,0
2024-10-12,20241011_corvallis,event,Corvallis,OR,2024-10-11,1,Charlie,737,180,25,25
2024-10-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1062,187,18,16
2024-10-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1067,0,0,0
2024-10-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,861,91,10,7
2024-10-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,805,1,0,0
2024-10-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,428,2,0,0
2024-10-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,751,1,0,0
2024-10-14,20241015_flagstaff,event,Flagstaff,AZ,2024-10-15,-1,Charlie,1172,43,2,2
2024-10-14,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1066,159,17,17
2024-10-14,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1158,0,0,0
2024-10-14,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,962,98,9,9
2024-10-14,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,897,0,0,0
2024-10-14,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,448,3,0,0
2024-10-14,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,807,0,0,0
2024-10-15,20241015_flagstaff,event,Flagstaff,AZ,2024-10-15,0,Charlie,1242,52,6,6
2024-10-15,20241016_tucson,event,Tucson,AZ,2024-10-16,-1,Charlie,888,59,11,11
2024-10-15,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1085,169,24,22
2024-10-15,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1157,0,0,0
2024-10-15,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,946,114,21,18
2024-10-15,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,900,3,0,0
2024-10-15,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,449,3,2,2
2024-10-15,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,834,0,0,0
2024-10-16,20241015_flagstaff,event,Flagstaff,AZ,2024-10-15,1,Charlie,1138,41,5,5
2024-10-16,20241016_tucson,event,Tucson,AZ,2024-10-16,0,Charlie,1010,61,10,10
2024-10-16,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1119,160,27,25
2024-10-16,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1106,0,0,0
2024-10-16,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,968,115,27,25
2024-10-16,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,884,0,0,0
2024-10-16,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,393,3,1,1
2024-10-16,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,822,1,1,1
2024-10-17,20241016_tucson,event,Tucson,AZ,2024-10-16,1,Charlie,1008,86,17,17
2024-10-17,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1080,146,22,20
2024-10-17,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1216,0,0,0
2024-10-17,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,974,92,17,15
2024-10-17,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,930,0,0,0
2024-10-17,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,392,5,1,0
2024-10-17,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,856,0,0,0
2024-10-20,20241021_atlanta,event,Atlanta,GA,2024-10-21,-1,Charlie,2445,1002,127,88
2024-10-20,20241021_chapel_hill,event,Chapel Hill,NC,2024-10-21,-1,Charlie,1775,224,21,14
2024-10-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,841,128,11,11
2024-10-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1272,0,0,0
2024-10-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,910,84,8,8
2024-10-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,910,0,0,0
2024-10-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,382,3,0,0
2024-10-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,865,0,0,0
2024-10-21,20241021_atlanta,event,Atlanta,GA,2024-10-21,0,Charlie,2412,1043,139,100
2024-10-21,20241021_chapel_hill,event,Chapel Hill,NC,2024-10-21,0,Charlie,1728,232,28,19
2024-10-21,20241022_athens,event,Athens,GA,2024-10-22,-1,Charlie,1604,85,18,18
2024-10-21,20241022_omaha,event,Omaha,NE,2024-10-22,-1,Charlie,949,11,3,3
2024-10-21,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1196,163,21,21
2024-10-21,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1217,0,0,0
2024-10-21,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,916,88,8,7
2024-10-21,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,946,0,0,0
2024-10-21,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,382,1,0,0
2024-10-21,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,799,0,0,0
2024-10-22,20241021_atlanta,event,Atlanta,GA,2024-10-21,1,Charlie,2373,1059,128,95
2024-10-22,20241021_chapel_hill,event,Chapel Hill,NC,2024-10-21,1,Charlie,1660,201,28,18
2024-10-22,20241022_athens,event,Athens,GA,2024-10-22,0,Charlie,1550,83,18,18
2024-10-22,20241022_omaha,event,Omaha,NE,2024-10-22,0,Charlie,797,13,5,5
2024-10-22,20241023_duluth,event,Duluth,GA,2024-10-23,-1,Charlie,2313,1051,126,93
2024-10-22,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1059,162,32,30
2024-10-22,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1167,0,0,0
2024-10-22,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,742,91,15,12
2024-10-22,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,876,0,0,0
2024-10-22,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,395,1,0,0
2024-10-22,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,777,0,0,0
2024-10-23,20241022_athens,event,Athens,GA,2024-10-22,1,Charlie,1521,76,24,24
2024-10-23,20241022_omaha,event,Omaha,NE,2024-10-22,1,Charlie,969,12,3,3
2024-10-23,20241023_duluth,event,Duluth,GA,2024-10-23,0,Charlie,2288,1004,146,109
2024-10-23,20241024_las_vegas,event,Las Vegas,NV,2024-10-24,-1,Charlie,1549,69,25,24
2024-10-23,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1059,161,25,22
2024-10-23,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1204,0,0,0
2024-10-23,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,919,107,22,20
2024-10-23,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,913,0,0,0
2024-10-23,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,373,0,0,0
2024-10-23,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,723,1,0,0
2024-10-24,20241023_duluth,event,Duluth,GA,2024-10-23,1,Charlie,2386,1026,162,124
2024-10-24,20241024_las_vegas,event,Las Vegas,NV,2024-10-24,0,Charlie,1803,105,27,24
2024-10-24,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1192,186,26,24
2024-10-24,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1288,0,0,0
2024-10-24,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,936,109,20,18
2024-10-24,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,957,0,0,0
2024-10-24,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,395,2,1,1
2024-10-24,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,822,0,0,0
2024-10-25,20241024_las_vegas,event,Las Vegas,NV,2024-10-24,1,Charlie,1657,76,18,17
2024-10-25,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1216,173,30,28
2024-10-25,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1269,0,0,0
2024-10-25,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,893,106,15,13
2024-10-25,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,1029,0,0,0
2024-10-25,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,429,0,0,0
2024-10-25,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,818,0,0,0
2024-10-27,20241028_phoenix,event,Phoenix,AZ,2024-10-28,-1,Charlie,2345,1225,180,163
2024-10-27,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1003,144,8,8
2024-10-27,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1165,0,0,0
2024-10-27,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,939,94,12,12
2024-10-27,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,919,0,0,0
2024-10-27,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,342,4,1,1
2024-10-27,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,750,0,0,0
2024-10-29,20241028_phoenix,event,Phoenix,AZ,2024-10-28,1,Charlie,126,46,5,5
2024-10-29,20241030_greenville,event,Greenville,NC,2024-10-30,-1,Charlie,60,1,0,0
2024-10-29,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,57,8,1,1
2024-10-29,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,62,0,0,0
2024-10-29,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,38,3,2,2
2024-10-29,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,32,0,0,0
2024-10-29,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,17,0,0,0
2024-10-29,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,36,0,0,0
2024-10-30,20241030_greenville,event,Greenville,NC,2024-10-30,0,Charlie,1198,0,0,0
2024-10-30,20241031_high_point,event,High Point,NC,2024-10-31,-1,Charlie,1591,4,1,1
2024-10-30,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1185,150,23,20
2024-10-30,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1107,1,0,0
2024-10-30,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,534,79,19,16
2024-10-30,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,825,0,0,0
2024-10-30,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,340,0,0,0
2024-10-30,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,696,0,0,0
2024-10-31,20241030_greenville,event,Greenville,NC,2024-10-30,1,Charlie,1208,3,0,0
2024-10-31,20241031_high_point,event,High Point,NC,2024-10-31,0,Charlie,1584,3,2,2
2024-10-31,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1071,158,29,26
2024-10-31,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1102,0,0,0
2024-10-31,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,798,98,13,11
2024-10-31,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,513,0,0,0
2024-10-31,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,342,5,1,1
2024-10-31,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,749,0,0,0
2024-11-01,20241031_high_point,event,High Point,NC,2024-10-31,1,Charlie,1565,3,0,0
2024-11-01,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1068,185,36,34
2024-11-01,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1121,0,0,0
2024-11-01,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,953,110,16,13
2024-11-01,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,851,1,1,1
2024-11-01,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,336,3,0,0
2024-11-01,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,688,1,0,0
2024-12-19,20241219_phoenix,event,Phoenix,AZ,2024-12-19,0,Charlie,1514,703,108,91
2024-12-19,20241220_phoenix,event,Phoenix,AZ,2024-12-20,-1,Charlie,1514,703,108,91
