tail,date,file_date,dated_from_previous_utc_day,airport_code,airport_name,airport_city,median_km_from_field,ground_points,first_seen_utc,last_seen_utc,lat,lon,type,registration,sources,archives_agreeing,nearest_event_city,nearest_event_state,nearest_event_date,nearest_event_who,nearest_event_title,charlie_present,erika_present,event_offset_days,miles_to_event_city,within_50mi,same_day,event_page
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDK,Cologne Bonn Airport,Köln (Cologne),0.8,10,2024-12-09T08:10:26.200000Z,2024-12-09T08:20:15.770000Z,50.8722,7.13735,A319,D-AIBD,adsb-lol,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,0.67,115,2024-12-09T06:11:19.930000Z,2024-12-09T06:21:47.930000Z,48.35978,11.7852,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,0.88,73,2024-12-09T09:09:11.260000Z,2024-12-09T09:14:55.170000Z,48.34644,11.79064,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,1.48,81,2024-12-09T10:29:03.910000Z,2024-12-09T10:52:29.540000Z,48.35203,11.80598,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,0.87,45,2024-12-09T14:03:52.590000Z,2024-12-09T14:07:34.430000Z,48.34604,11.78533,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,0.84,127,2024-12-09T16:08:11.030000Z,2024-12-09T16:29:32.980000Z,48.35985,11.77937,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,0.76,60,2024-12-09T19:25:08.310000Z,2024-12-09T19:39:14.810000Z,48.34705,11.78449,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,EDDM,Munich Airport,Munich,1.54,92,2024-12-09T20:49:28.490000Z,2024-12-09T21:11:12.850000Z,48.34588,11.76894,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-12-09,2024-12-09,False,LYBE,Belgrade Nikola Tesla Airport,Belgrade,1.09,4,2024-12-09T11:59:25.350000Z,2024-12-09T12:00:37.110000Z,44.81231,20.31991,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-12-09,2024-12-09,False,LEBL,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,0.84,188,2024-12-09T11:04:38.350000Z,2024-12-09T11:23:08.090000Z,41.29271,2.08658,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-12-09,2024-12-09,False,LEBL,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,0.25,27,2024-12-09T16:36:21.310000Z,2024-12-09T16:39:20.860000Z,41.29838,2.07604,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-12-09,2024-12-09,False,LEBL,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,0.66,128,2024-12-09T20:44:54.650000Z,2024-12-09T20:56:04.370000Z,41.29126,2.0769,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-12-09,2024-12-09,False,LEMG,Málaga-Costa del Sol Airport,Málaga,0.3,16,2024-12-09T22:15:11.520000Z,2024-12-09T22:17:20.200000Z,36.67743,-4.50038,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-12-09,2024-12-09,False,LEMG,Málaga-Costa del Sol Airport,Málaga,1.18,23,2024-12-09T23:06:44.550000Z,2024-12-09T23:14:36.960000Z,36.66902,-4.48813,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
N560TW,2024-12-17,2024-12-17,False,KSDL,Scottsdale Airport,Scottsdale,0.65,88,2024-12-17T18:48:10.840000Z,2024-12-17T19:09:45.230000Z,33.62645,-111.90548,C56X,N560TW,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N582MM,2024-12-17,2024-12-17,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,0.85,29,2024-12-17T00:00:54.290000Z,2024-12-17T00:04:44.180000Z,33.42794,-112.00836,LJ60,N582MM,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2024-12-17,2024-12-17,False,KLAX,Los Angeles International Airport,Los Angeles,0.86,219,2024-12-17T19:31:15.670000Z,2024-12-17T21:08:57.460000Z,33.9359,-118.41279,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2024-12-17,2024-12-17,False,KLAX,Los Angeles International Airport,Los Angeles,2.31,20,2024-12-17T20:43:24.680000Z,2024-12-17T21:08:57.530000Z,33.93716,-118.38383,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
T7-ELL,2024-12-17,2024-12-17,False,EGKB,London Biggin Hill Airport,London,0.45,66,2024-12-17T17:03:37.950000Z,2024-12-17T17:11:48.290000Z,51.33421,0.0361,GLEX,T7-ELL,airplanes-live,1,,,,,,,,,,no,no,
T7-ELL,2024-12-17,2024-12-17,False,LGAV,Athens Eleftherios Venizelos International Airport,Spata-Artemida,1.62,1,2024-12-17T20:15:39.370000Z,2024-12-17T20:15:39.370000Z,37.9296,23.92818,GLEX,T7-ELL,airplanes-live,1,,,,,,,,,,no,no,
N1098L,2024-12-18,2024-12-18,False,KABQ,Albuquerque International Sunport,Albuquerque,2.49,61,2024-12-18T16:28:11.840000Z,2024-12-18T16:38:41.860000Z,35.02436,-106.62855,GLEX,N1098L,adsblol-github-backup,1,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,327.44,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N1098L,2024-12-18,2024-12-18,False,KABQ,Albuquerque International Sunport,Albuquerque,2.69,82,2024-12-18T18:51:01.690000Z,2024-12-18T19:15:00.510000Z,35.02401,-106.63116,GLEX,N1098L,adsblol-github-backup,1,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,327.29,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N1098L,2024-12-18,2024-12-18,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.54,53,2024-12-18T17:32:51.800000Z,2024-12-18T18:02:36.250000Z,33.42776,-112.01985,GLEX,N1098L,adsblol-github-backup,1,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,10.77,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N2100L,2024-12-18,2024-12-18,False,KFTW,Fort Worth Meacham International Airport,Fort Worth,0.17,77,2024-12-18T16:12:11.610000Z,2024-12-18T16:34:59.310000Z,32.81903,-97.3593,GLEX,N2100L,adsblol-github-backup,1,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,852.57,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-18,2024-12-18,False,KSDL,Scottsdale Airport,Scottsdale,0.44,29,2024-12-18T00:28:10.120000Z,2024-12-18T00:29:12.290000Z,33.61979,-111.91386,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,10.67,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-18,2024-12-18,False,KSDL,Scottsdale Airport,Scottsdale,0.63,284,2024-12-18T18:47:33.530000Z,2024-12-18T19:53:47.520000Z,33.62588,-111.90523,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,11.27,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
T7-ELL,2024-12-18,2024-12-18,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.58,46,2024-12-18T15:21:05.950000Z,2024-12-18T15:24:20.850000Z,41.79385,12.59751,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,1,6158.93,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-19,2024-12-19,False,KNUQ,Moffett Federal Airfield,Mountain View,0.71,203,2024-12-19T22:19:28.510000Z,2024-12-19T23:30:30.110000Z,37.4098,-122.05011,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,0,619.43,no,yes,site/docs/Planes/following/speaking/20241219_phoenix.mdx
T7-ELL,2024-12-19,2024-12-19,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.77,65,2024-12-19T14:30:27.350000Z,2024-12-19T15:03:38.270000Z,41.79197,12.59696,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,0,6159.01,no,yes,site/docs/Planes/following/speaking/20241219_phoenix.mdx
T7-ELL,2024-12-19,2024-12-19,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.81,47,2024-12-19T16:38:23.990000Z,2024-12-19T17:04:55.700000Z,41.79158,12.59661,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,0,6159.01,no,yes,site/docs/Planes/following/speaking/20241219_phoenix.mdx
T7-ELL,2024-12-19,2024-12-19,False,LOWW,Vienna International Airport,Vienna,0.55,41,2024-12-19T18:13:41.050000Z,2024-12-19T18:22:13.260000Z,48.11169,16.57679,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,0,5964.5,no,yes,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N560TW,2024-12-20,2024-12-20,False,KSDL,Scottsdale Airport,Scottsdale,0.13,51,2024-12-20T20:39:36.550000Z,2024-12-20T20:42:09.910000Z,33.62235,-111.90974,C56X,N560TW,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,10.95,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-20,2024-12-20,False,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,0.42,4,2024-12-20T01:11:07.350000Z,2024-12-20T01:11:50.600000Z,47.77753,-116.81707,LJ60,N582MM,airplanes-live,1,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,1011.76,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-20,2024-12-20,False,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,0.42,4,2024-12-20T19:30:17.510000Z,2024-12-20T19:30:55.950000Z,47.7775,-116.81703,LJ60,N582MM,airplanes-live,1,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,1011.76,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-20,2024-12-20,False,KSDL,Scottsdale Airport,Scottsdale,0.63,180,2024-12-20T04:05:49.810000Z,2024-12-20T05:27:26.970000Z,33.62588,-111.90524,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,11.27,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-20,2024-12-20,False,KSDL,Scottsdale Airport,Scottsdale,0.63,512,2024-12-20T14:59:02.730000Z,2024-12-20T17:08:45.390000Z,33.62588,-111.90524,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,11.27,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-20,2024-12-20,False,KVNY,Van Nuys Airport,Van Nuys,0.72,4,2024-12-20T22:20:44.400000Z,2024-12-20T22:20:48.530000Z,34.20332,-118.48978,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,369.58,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-20,2024-12-20,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.29,34,2024-12-20T19:15:34.930000Z,2024-12-20T20:07:27.090000Z,33.42796,-112.0167,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-19,Charlie,AmericaFest 2024,yes,not_documented,-1,10.82,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N560TW,2024-12-21,2024-12-21,False,KSDL,Scottsdale Airport,Scottsdale,0.17,75,2024-12-21T14:33:30.410000Z,2024-12-21T14:50:24.520000Z,33.62139,-111.91113,C56X,N560TW,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,10.85,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N560TW,2024-12-21,2024-12-21,False,KSDL,Scottsdale Airport,Scottsdale,0.13,63,2024-12-21T18:48:33.330000Z,2024-12-21T18:51:30.410000Z,33.62227,-111.90981,C56X,N560TW,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,10.94,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N560TW,2024-12-21,2024-12-21,False,KVNY,Van Nuys Airport,Van Nuys,0.8,27,2024-12-21T15:52:44.050000Z,2024-12-21T15:54:31.670000Z,34.20262,-118.49044,C56X,N560TW,airplanes-live,1,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,369.61,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N560TW,2024-12-21,2024-12-21,False,KVNY,Van Nuys Airport,Van Nuys,0.74,107,2024-12-21T17:07:02.260000Z,2024-12-21T17:45:31.770000Z,34.20321,-118.4913,C56X,N560TW,airplanes-live,1,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,369.67,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-21,2024-12-21,False,KBJC,Rocky Mountain Metropolitan Airport,Denver,0.26,10,2024-12-21T14:12:14.070000Z,2024-12-21T14:13:17.410000Z,39.90864,-105.114,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,583.44,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-21,2024-12-21,False,KBJC,Rocky Mountain Metropolitan Airport,Denver,0.88,100,2024-12-21T15:28:33.510000Z,2024-12-21T15:34:18.630000Z,39.91425,-105.12445,LJ60,N582MM,adsb-lol,1,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,583.34,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-21,2024-12-21,False,KSDL,Scottsdale Airport,Scottsdale,0.2,50,2024-12-21T00:20:28.500000Z,2024-12-21T00:22:03.790000Z,33.6212,-111.91177,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,10.81,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-21,2024-12-21,False,KSDL,Scottsdale Airport,Scottsdale,0.76,246,2024-12-21T12:07:33.410000Z,2024-12-21T12:54:41.230000Z,33.62659,-111.90408,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,11.35,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-21,2024-12-21,False,KTKI,McKinney National Airport,Dallas,0.43,14,2024-12-21T20:10:50.870000Z,2024-12-21T20:11:39.220000Z,33.17429,-96.5889,LJ60,N582MM,airplanes-live,1,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,894.01,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-21,2024-12-21,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.49,1,2024-12-21T03:20:49.590000Z,2024-12-21T03:20:49.590000Z,33.67116,-117.87174,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,332.67,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
T7-ELL,2024-12-21,2024-12-21,False,LOWW,Vienna International Airport,Vienna,3.04,11,2024-12-21T10:29:12.400000Z,2024-12-21T10:37:17.830000Z,48.1249,16.53504,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,5962.55,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
T7-ELL,2024-12-21,2024-12-21,False,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),4.23,3,2024-12-21T15:45:34.940000Z,2024-12-21T15:46:06.970000Z,24.8762,55.19806,GLEX,T7-ELL,airplanes-live,1,Phoenix,AZ,2024-12-20,Charlie,AmericaFest 2024,yes,not_documented,-1,8312.91,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-22,2024-12-22,False,KELP,El Paso International Airport,El Paso,1.13,14,2024-12-22T20:40:31.030000Z,2024-12-22T20:42:18.140000Z,31.79989,-106.37787,LJ60,N582MM,airplanes-live,1,Phoenix,AZ,2024-12-21,Charlie,AmericaFest 2024,yes,not_documented,-1,353.96,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-22,2024-12-22,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.82,18,2024-12-22T21:53:18.600000Z,2024-12-22T21:54:26.350000Z,33.42777,-112.02332,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-21,Charlie,AmericaFest 2024,yes,not_documented,-1,10.69,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-22,2024-12-22,False,KTKI,McKinney National Airport,Dallas,0.76,25,2024-12-22T19:20:35.070000Z,2024-12-22T19:22:28.190000Z,33.1847,-96.59019,LJ60,N582MM,airplanes-live,1,Phoenix,AZ,2024-12-21,Charlie,AmericaFest 2024,yes,not_documented,-1,893.86,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-22,2024-12-22,False,KSAF,Santa Fe Municipal Airport,Santa Fe,0.05,5,2024-12-22T19:53:27.090000Z,2024-12-22T19:53:32.070000Z,35.61729,-106.08846,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-21,Charlie,AmericaFest 2024,yes,not_documented,-1,369.36,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-22,2024-12-22,False,KSAF,Santa Fe Municipal Airport,Santa Fe,0.75,1,2024-12-22T20:43:46.230000Z,2024-12-22T20:43:46.230000Z,35.62253,-106.08398,BE40,N872RA,airplanes-live,1,Phoenix,AZ,2024-12-21,Charlie,AmericaFest 2024,yes,not_documented,-1,369.72,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-22,2024-12-22,False,KVNY,Van Nuys Airport,Van Nuys,0.54,133,2024-12-22T17:01:28.480000Z,2024-12-22T18:18:22.990000Z,34.20513,-118.4916,BE40,N872RA,airplanes-live,1,Phoenix,AZ,2024-12-21,Charlie,AmericaFest 2024,yes,not_documented,-1,369.69,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EDDM,Munich Airport,Munich,0.89,68,2024-12-23T07:00:11.570000Z,2024-12-23T07:10:49.350000Z,48.35039,11.79702,A319,D-AIBD,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5804.06,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EDDM,Munich Airport,Munich,0.79,47,2024-12-23T09:27:02.290000Z,2024-12-23T09:32:49.180000Z,48.3469,11.78853,A319,D-AIBD,adsb-lol,1,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5803.96,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EDDM,Munich Airport,Munich,1.41,64,2024-12-23T10:46:23.960000Z,2024-12-23T11:04:57.040000Z,48.34878,11.80362,A319,D-AIBD,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5804.35,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EDDM,Munich Airport,Munich,0.77,53,2024-12-23T14:14:38.180000Z,2024-12-23T14:21:28.880000Z,48.34696,11.78476,A319,D-AIBD,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5803.84,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EDDM,Munich Airport,Munich,2.36,155,2024-12-23T20:05:05.610000Z,2024-12-23T20:23:14.600000Z,48.36266,11.8152,A319,D-AIBD,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5804.03,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EDDM,Munich Airport,Munich,0.78,50,2024-12-23T08:42:50.380000Z,2024-12-23T09:32:49.190000Z,48.34696,11.78866,A319,D-AIBD,airplanes-live,1,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5803.96,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
CONTROL-LUFTHANSA,2024-12-23,2024-12-23,False,EPGD,Gdańsk Lech Wałęsa Airport,Gdańsk,0.1,1,2024-12-23T21:41:07.810000Z,2024-12-23T21:41:07.810000Z,54.37823,18.46739,A319,D-AIBD,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,5686.41,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-23,2024-12-23,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,2.1,27,2024-12-23T17:20:56.180000Z,2024-12-23T17:32:17.710000Z,33.42799,-112.02682,LJ60,N582MM,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,10.61,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-23,2024-12-23,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.92,22,2024-12-23T15:43:21.830000Z,2024-12-23T16:02:24.250000Z,33.42638,-112.02363,LJ60,N582MM,airplanes-live,1,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,10.78,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-23,2024-12-23,False,KPDX,Portland International Airport,Portland,0.67,47,2024-12-23T19:04:26.170000Z,2024-12-23T19:55:34.140000Z,45.59466,-122.59911,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,999.65,no,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-23,2024-12-23,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.74,19,2024-12-23T02:02:39.440000Z,2024-12-23T02:04:57.290000Z,33.42777,-112.0223,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,10.71,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-23,2024-12-23,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.97,9,2024-12-23T15:53:16.730000Z,2024-12-23T16:02:33.740000Z,33.42775,-112.0251,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,10.66,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N872RA,2024-12-23,2024-12-23,False,KSDL,Scottsdale Airport,Scottsdale,0.71,118,2024-12-23T21:53:27.220000Z,2024-12-23T22:54:49Z,33.62639,-111.90463,BE40,N872RA,adsb-lol|airplanes-live,2,Phoenix,AZ,2024-12-22,Charlie,AmericaFest 2024,yes,not_documented,-1,11.31,yes,no,site/docs/Planes/following/speaking/20241219_phoenix.mdx
N582MM,2024-12-24,2024-12-24,False,KSDL,Scottsdale Airport,Scottsdale,0.66,269,2024-12-24T02:47:40.850000Z,2024-12-24T03:44:36.010000Z,33.62582,-111.90475,LJ60,N582MM,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2024-12-24,2024-12-24,False,KRNO,Reno Tahoe International Airport,Reno,1.0,6,2024-12-24T02:09:49.190000Z,2024-12-24T02:10:40.240000Z,39.49035,-119.76523,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
T7-ELL,2024-12-24,2024-12-24,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.77,38,2024-12-24T12:22:56.740000Z,2024-12-24T12:28:52.370000Z,41.79212,12.59805,GLEX,T7-ELL,adsb-lol,1,,,,,,,,,,no,no,
T7-ELL,2024-12-24,2024-12-24,False,LOWW,Vienna International Airport,Vienna,0.75,46,2024-12-24T13:41:45.650000Z,2024-12-24T13:46:18.940000Z,48.10957,16.5797,GLEX,T7-ELL,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
T7-ELL,2024-12-25,2024-12-25,False,LGAV,Athens Eleftherios Venizelos International Airport,Spata-Artemida,0.94,11,2024-12-25T11:09:50.150000Z,2024-12-25T11:13:24.220000Z,37.92842,23.94114,GLEX,T7-ELL,airplanes-live,1,,,,,,,,,,no,no,
T7-ELL,2024-12-25,2024-12-25,False,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),5.45,3,2024-12-25T16:04:36.680000Z,2024-12-25T16:05:06.710000Z,24.87044,55.20828,GLEX,T7-ELL,airplanes-live,1,,,,,,,,,,no,no,
N40JD,2025-01-01,2025-01-01,False,KSDL,Scottsdale Airport,Scottsdale,0.12,81,2025-01-01T18:44:34.830000Z,2025-01-01T18:51:36.090000Z,33.62245,-111.91222,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
