hex,reg,type,operator,flags,event_days,distinct_cities,states,states_list,top_city,top_city_hits,top_city_share,off_m1,off_0,off_p1,day0_share,control_cities,control_contaminated
a6c980,N5363H,PA16,BAUER DERECK R,NONE,2,2,2,CA|UT,"Salt Lake City,UT",2,0.667,1,0,2,0.0,,no
a85c31,N638HP,LJ31,"JGG MANAGEMENT LLC, MILLS DARRELL D TRUSTEE, MILLS LIANA D TRUST",NONE,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,1,0,1,0.0,,no
a9d07b,N731TR,C560,VB ULTRA TRANSPORATION LLC,NONE,2,2,2,UT|WA,"Salt Lake City,UT",2,0.667,2,1,0,0.333,,no
ac40dc,N889SH,C501,REDFISH HOLDINGS INC,NONE,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,1,1,0,0.5,,no
a05a1b,N1212V,E55P,TRANSMEDICS INC,dbflag:LADD,2,2,2,TX|UT,"Salt Lake City,UT",1,0.5,0,2,0,1.0,,no
aa830f,N777AG,H25B,STEWARD FINANCIAL HOLDINGS INC,dbflag:LADD,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,0,1,1,0.5,Albuquerque,yes
a3a21d,N333MX,F2TH,M D C HOLDINGS INC,dbflag:LADD,2,2,2,AZ|CO,"Boulder,CO",1,0.5,1,0,1,0.0,Albuquerque,yes
a4270a,N367HP,BE36,N367HP LLC,NONE,2,2,2,MT|UT,"Salt Lake City,UT",1,0.5,0,2,0,1.0,,no
a63df5,N501DC,C340,HOD AIR LLC,NONE,2,2,2,AZ|UT,"Salt Lake City,UT",1,0.5,0,1,1,0.5,,no
a6ac5d,N529WM,PA46,RIVER ROCK AVIATION LLC,NONE,2,2,2,CO|UT,"Salt Lake City,UT",1,0.5,0,1,1,0.5,,no
ac1c4c,N88JH,BE20,TETON AVIATION LIMITED LIABILITY COMPANY,NONE,2,2,2,CO|UT,"Salt Lake City,UT",1,0.5,0,1,1,0.5,,no
a07f44,N131DS,GLF6,DS V AVIATION LLC,dbflag:LADD,2,2,2,CA|UT,"San Diego,CA",2,0.667,1,1,1,0.333,,no
a0f3a5,N160WC,CL30,WCA HOLDINGS II LLC,dbflag:LADD,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,0,0,2,0.0,,no
a0062e,N100RC,E55P,RYDELL CO,NONE,2,2,2,ND|UT,"Salt Lake City,UT",1,0.5,1,0,1,0.0,,no
a1178a,N17HG,MU2,TACTICAL AIR SUPPORT INC,NONE,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,1,0,1,0.0,,no
a5941e,N459FX,GLF4,"CYPHAIR CORP, FLEXJET LLC, DAB-JAB AIR LLC, FARNHAM WAY AVIATION",NONE,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,1,0,1,0.0,,no
a65917,N508QS,C68A,"NETJETS SALES INC, NETJETS AVIATION INC",NONE,2,2,2,AZ|UT,"Salt Lake City,UT",1,0.5,0,1,1,0.5,Albuquerque,yes
a6d8cd,N540K,H25B,VALIAIR LC TRUSTEE,NONE,2,2,2,CA|UT,"Salt Lake City,UT",1,0.5,0,0,2,0.0,,no
abecc3,N868CB,C25A,"HARRINGTON AUTOMOTIVE INC, PROVIDENCE DEVELOPMENT LLC, GIE LLC, ",NONE,2,2,2,AZ|UT,"Glendale,AZ",2,0.667,0,1,2,0.333,Albuquerque,yes
a17e83,N196AP,GA6C,QUOGUE AVIATION IV LLC,dbflag:LADD,2,2,2,FL|WA,"Seattle,WA",1,0.5,1,0,1,0.0,,no
a9f273,N74ZC,CL30,ZIEGLER INC,dbflag:LADD,2,2,2,MN|WA,"Minneapolis,MN",2,0.667,1,1,1,0.333,Des Moines,yes
aa714e,N772JS,CL30,SCHNITZER AIR LLC,dbflag:LADD,2,2,2,OR|WA,"Seattle,WA",1,0.5,1,0,1,0.0,,no
a0f56e,N161AJ,PC12,GRUENER GARRETT,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,Albuquerque,yes
a258cd,N250PK,C560,VANDELAY AMERICA LLC,dbflag:LADD,2,2,2,AZ|WA,"Seattle,WA",1,0.5,1,1,0,0.5,,no
a6d643,N54HA,CL30,ORANGE HAWK EXPRESS INC,dbflag:LADD,2,2,2,MN|WA,"Seattle,WA",1,0.5,1,1,0,0.5,,no
c05ee5,C-GJYI,BCS3,Air Canada,non_us_registration,2,2,2,CO|WA,"Seattle,WA",1,0.5,0,2,0,1.0,,no
0c0920,,,,no_registration,2,2,2,NV|TX,"Las Vegas,NV",1,0.5,2,0,0,0.0,,no
a600e3,N486WM,GLF4,TVPX AIRCRAFT SOLUTIONS TRUSTEE,dbflag:LADD,2,2,2,CA|NV,"Las Vegas,NV",1,0.5,1,0,1,0.0,,no
a651bf,N506RP,G280,PTS AS LLC,dbflag:LADD,2,2,2,CA|NV,"Las Vegas,NV",1,0.5,1,1,0,0.5,,no
abc2fb,N857ST,GLF4,SEMINOLE TRIBE OF FLORIDA,dbflag:LADD,2,2,2,FL|NV,"Las Vegas,NV",1,0.5,1,0,1,0.0,,no
a42072,N365SC,G280,BANK OF UTAH TRUSTEE,NONE,2,2,2,DC|WA,"Seattle,WA",1,0.5,0,1,1,0.5,,no
a4d2f7,N41ND,C25B,"SPENCER ADVENTURES LLC, MJT MANAGEMENT SERVICES LLC, BELL GARY",NONE,2,2,2,OR|WA,"Seattle,WA",1,0.5,0,1,1,0.5,,no
a72167,N559FR,SB20,BANK OF UTAH TRUSTEE,NONE,2,2,2,LA|WA,"Seattle,WA",1,0.5,0,2,0,1.0,Albuquerque|Syracuse,yes
a70088,N550MK,C550,WORLDWIDE OPTION LLC,NONE,2,2,2,CA|NV,"Las Vegas,NV",1,0.5,1,0,1,0.0,,no
a31ab9,N3B,C750,GOING UP LLC,dbflag:LADD,2,2,2,AZ|NV,"Las Vegas,NV",1,0.5,1,0,1,0.0,,no
a01ec9,N107AV,C750,BANK OF UTAH TRUSTEE,NONE,2,2,2,NV|UT,"Las Vegas,NV",1,0.5,0,1,1,0.5,,no
a140c5,N180B,C560,BAILEY AVIATION LLC,NONE,2,2,2,NV|TX,"Las Vegas,NV",1,0.5,0,0,2,0.0,,no
a32150,N300WK,CL30,RENAISSANCE AIR LLC,NONE,2,2,2,NC|NV,"Las Vegas,NV",1,0.5,0,1,1,0.5,,no
aab40b,N789XJ,C750,CITATION N789XJ LLC,NONE,2,2,2,DC|NV,"Las Vegas,NV",1,0.5,0,0,2,0.0,,no
a26f37,N256QS,CL60,"AJAX II LLC, JOHNSON DOUGLAS C TRUSTEE, GORDON-JOHNSON VALERIE T",NONE,2,2,2,CA|DC,"San Diego,CA",2,0.667,1,0,2,0.0,Albuquerque,yes
ac39dc,N887WT,GLF6,QUALCOMM INCORPORATED,dbflag:LADD,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,0,1,0.0,,no
a55a47,N444JF,H25B,BOD AVIATION LLC,NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,1,0,0.5,,no
a9caa9,N73WC,B350,"WEST COAST AIRCRAFT SHARES LLC, FREEDOM ENTERPRISES LLC, BRS 73W",NONE,2,2,2,AZ|CA,"San Diego,CA",3,0.75,2,1,1,0.25,,no
abdb6b,N863QS,C700,TEXTRON AVIATION INC,NONE,2,2,2,CA|DC,"San Diego,CA",1,0.5,1,0,1,0.0,Des Moines,yes
ad1881,N943CB,C25B,TEXTRON AVIATION INC,NONE,2,2,2,CA|UT,"San Diego,CA",2,0.667,1,1,1,0.333,,no
a545fc,N439QS,E55P,"NETJETS SALES INC, AILERON 1.0 LLC, PIPKIN CHESTER JOHN TRUSTEE,",NONE,2,2,2,GA|TX,"Denton,TX",1,0.5,2,0,0,0.0,Albuquerque|Spokane,yes
a59067,N458FX,GLF4,"FLEXJET LLC, NYLIFE LLC, SCGFXL LLC, NEWJET LLC, FJ450 LLC, GREE",NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,0,1,1,0.5,,no
ad363d,N950SF,F900,TSL 2 LLC,NONE,2,2,2,CA|MN,"San Diego,CA",1,0.5,1,0,1,0.0,,no
add085,N99CJ,C25A,"BRYAN AIR LLC, GAM RESOURCES LLC, MARK W SWANSON ENGINEERING INC",NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,0,0,2,0.0,,no
a17c62,N195SV,F900,BANK OF UTAH TRUSTEE,dbflag:LADD,2,2,2,AZ|TX,"Glendale,AZ",2,0.667,1,1,1,0.333,,no
a699aa,N524VE,GLF5,VALERO SERVICES INC,dbflag:LADD,2,2,2,DC|TX,"San Antonio,TX",1,0.5,1,0,1,0.0,,no
aa5621,N765WT,CL60,W W TICHENOR & CO INC,dbflag:LADD,2,2,2,CA|TX,"San Antonio,TX",1,0.5,1,1,0,0.5,,no
ad2b95,N948HF,C25C,VENTANA ASSOCIATES LLC,dbflag:LADD,2,2,2,GA|TX,"San Antonio,TX",1,0.5,2,0,0,0.0,,no
a63806,N50EL,C560,SESA AVIATION LLC,NONE,2,2,2,AZ|TX,"San Antonio,TX",1,0.5,2,0,0,0.0,,no
a8d845,N66919,BE36,GTA AIR INC,NONE,2,2,2,DC|TX,"San Antonio,TX",1,0.5,1,0,1,0.0,,no
a98756,N713BL,G280,BMB AIRCRAFT LLC,NONE,2,2,2,DC|TX,"San Antonio,TX",1,0.5,1,0,1,0.0,,no
ac98c9,N910XS,E55P,910JK LLC,NONE,2,2,2,PA|TX,"San Antonio,TX",1,0.5,2,0,0,0.0,,no
aaed95,N803FX,AT73,"FEDERAL EXPRESS CORP, ATTN VP SUPPLEMENTAL AIR OPERATIONS",government_operator_string,2,2,2,MT|TX,"Denton,TX",2,0.5,1,2,1,0.5,Shreveport,yes
adf45a,N999CX,C56X,BIG SKY AVIATION LLC,NONE,2,2,2,CA|TX,"Denton,TX",1,0.5,0,1,1,0.5,Albuquerque,yes
a5a9e6,N464QS,E55P,"BWS INDUSTRIES LLC, DEER MNT AIR LLC, DUET JET NET LLC, HAWKHEAD",NONE,2,2,2,CA|TX,"San Francisco,CA",3,0.75,2,1,1,0.25,Albuquerque|Syracuse,yes
a769f6,N577RW,C560,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,2,2,2,MI|TX,"Detroit,MI",1,0.5,1,0,1,0.0,,no
a338ac,N3065J,BCS3,JETBLUE AIRWAYS CORP,NONE,2,2,2,CA|FL,"Tampa,FL",2,0.667,2,1,0,0.333,Albuquerque,yes
a6b8ea,N532LW,C25B,GO FAST LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,Albuquerque,yes
a15ffa,N188SF,CL30,MS AIR LLC,dbflag:LADD,2,2,2,AZ|MI,"Detroit,MI",1,0.5,1,0,1,0.0,,no
a92e73,N691AF,PC12,"HUNT JOHN, AWAP AVIATION LLC, SHIVER HAMILTON LLC, ANSLEY CO LLC",NONE,2,2,2,MI|VA,"Detroit,MI",1,0.5,0,0,2,0.0,,no
adb680,N983CE,H25B,"LLITCH ENTERPRISES LLC, MJF ENTERPRISES INC, D L D AIR LLC, COMB",NONE,2,2,2,AZ|MI,"Detroit,MI",1,0.5,1,0,1,0.0,,no
adbdee,N985CE,H25B,"GALLAGHER-KAISER CORP, PE AIR II LLC, FORESIGHT AVIATION LLC, VV",NONE,2,2,2,AZ|MI,"Detroit,MI",1,0.5,0,0,2,0.0,,no
ab087b,N81RA,LJ35,ROYAL AIR FREIGHT INC,government_operator_string,2,2,2,AZ|FL,"West Palm Beach,FL",1,0.5,2,0,0,0.0,,no
ab5fe9,N832BH,PC12,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,no_registration,2,2,2,FL|TX,"West Palm Beach,FL",1,0.5,2,0,0,0.0,Albuquerque,yes
a18e59,N2LP,C680,MMXII LLC,NONE,2,2,2,FL|TX,"Denton,TX",2,0.667,2,0,1,0.0,,no
a2316e,N240QS,CL60,"NETJETS SALES INC, C/O NETJETS SALES INC, LEIDEN JEFFREY, MARLIN",NONE,2,2,2,CA|FL,"West Palm Beach,FL",1,0.5,1,0,1,0.0,,no
a64c89,N505AF,P28A,AMERIFLYERS OF TEXAS INC,NONE,2,2,2,AZ|FL,"Glendale,AZ",3,0.75,2,1,1,0.25,,no
aa2262,N752KK,E55P,PREMIER AIR HOLDINGS LLC,NONE,2,2,2,CA|FL,"West Palm Beach,FL",1,0.5,1,1,0,0.5,,no
ade9ea,N996LC,E55P,HIGHLANDS AIR II LLC,NONE,2,2,2,AZ|FL,"Glendale,AZ",3,0.75,2,1,1,0.25,Albuquerque,yes
a3e584,N350HH,CL30,DELAWARE TRUST CO TRUSTEE,NONE,2,2,2,CA|DC,"San Diego,CA",2,0.667,1,1,1,0.333,Chattanooga|Spokane,yes
a907a0,N681HC,CL60,IHC HEALTH SERVICES INC,NONE,2,2,2,CA|CO,"Boulder,CO",1,0.5,0,0,2,0.0,Albuquerque,yes
ab99f4,N847BA,BE20,BEECH TRANSPORTATION INC,NONE,2,2,2,MN|TX,"Denton,TX",1,0.5,1,0,1,0.0,Des Moines,yes
a1b37e,N209AM,C25A,APPLE AUTOS GROUP INC,dbflag:LADD,2,2,2,CO|MN,"Minneapolis,MN",3,0.75,1,2,1,0.5,Des Moines,yes
a41804,N363FX,E55P,FLEXJET LLC,dbflag:LADD,2,2,2,AZ|FL,"West Palm Beach,FL",1,0.5,1,0,1,0.0,,no
a9ac30,N722NK,GLF4,OSPREY WINGS LLC,dbflag:LADD,2,2,2,DC|FL,"West Palm Beach,FL",1,0.5,0,0,2,0.0,,no
a47e28,N389QS,C680,NETJETS SALES INC,NONE,2,2,2,CA|FL,"West Palm Beach,FL",1,0.5,1,0,1,0.0,Albuquerque,yes
a4a1f0,N398QS,E55P,"NETJETS SALES INC, LUPIN INC, GPB PARTNERS INC, WOOD RALPH TRUST",NONE,2,2,2,AZ|FL,"West Palm Beach,FL",1,0.5,1,0,1,0.0,,no
a5bc79,N469QS,E55P,"BLUE SKY IMAGINE LLC, BANK OF UTAH TRUSTEE, CLARUS STRATO LLC, E",NONE,2,2,2,FL|MT,"West Palm Beach,FL",1,0.5,1,0,1,0.0,Albuquerque,yes
a5d468,N475HM,H25B,FALCON DOUBLE D 163 LLC,NONE,2,2,2,CO|FL,"West Palm Beach,FL",1,0.5,0,1,1,0.5,,no
a6451b,N503AF,P28A,AMERIFLYERS OF TEXAS INC,NONE,2,2,2,FL|TX,"West Palm Beach,FL",1,0.5,0,0,2,0.0,,no
a70538,N551XJ,CL30,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,2,2,2,AZ|FL,"West Palm Beach,FL",1,0.5,0,0,2,0.0,,no
a7c8d8,N600SJ,LJ60,ATI JET INC,NONE,2,2,2,FL|NV,"West Palm Beach,FL",1,0.5,1,0,1,0.0,Albuquerque|Chattanooga,yes
ade6b4,N995RG,E550,DELRAY AIR 280 LLC,NONE,2,2,2,FL|TX,"West Palm Beach,FL",1,0.5,0,0,2,0.0,Chattanooga,yes
ad7a08,N968BS,C56X,INTERAIR LLC,NONE,2,2,2,AZ|CO,"Boulder,CO",2,0.667,2,1,0,0.333,Des Moines,yes
a106bf,N1651C,C172,CE-172 AIRCRAFT LLC,dbflag:LADD,2,2,2,AZ|UT,"Orem,UT",3,0.75,2,1,1,0.25,,no
a0ce02,N151BC,KODI,BRC AZ AVIATION LLC,NONE,2,2,2,AZ|UT,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
a3a101,N333AN,S22T,NAHALE PROPERTIES LLC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
a3a2e8,N333W,BE55,DANARICH LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a3db3e,N348CF,C750,BOSS 8 LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,Syracuse,yes
a583a1,N4542L,AA5,TABOOMA FLYERS INC,NONE,2,2,2,AZ|OR,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a7c42d,N6SR,EPIC,BLACKHAWK AVIATION II LLC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a99f15,N719SJ,HDJT,VOLATO 149 LLC,NONE,2,2,2,AZ|DC,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
aad249,N797CS,CL30,RITCHIE PARK LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",2,0.667,1,1,1,0.333,,no
ab124f,N812RP,LJ60,NEW MEXICO AIRCRAFT LEASING LLC,NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
ab9345,N845JS,C56X,THESE PRETZELS ARE MAKING ME THIRSTY LLC,NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a1b609,N20913,C172,ATPCE LLC,dbflag:LADD,2,2,2,AZ|UT,"Phoenix,AZ",1,0.5,1,1,0,0.5,,no
ab56b4,N83HD,F900,HOMERLEASE CO INC,dbflag:LADD,2,2,2,AZ|GA,"Phoenix,AZ",1,0.5,0,1,1,0.5,Albuquerque,yes
a39b94,N331XA,C25B,JETNEXA THREE LLC,NONE,2,2,2,AZ|UT,"Orem,UT",2,0.667,0,2,1,0.667,,no
a666f6,N511UP,C56X,WHEELS UP PARTNERS LLC,NONE,2,2,2,AZ|FL,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
abda00,N863AD,M700,ASD AVIATION LLC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,1,0,0.5,,no
accae6,N923SG,CL30,BLUE SKY AVIATION II LLC,NONE,2,2,2,AZ|TN,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
acb169,N917HP,CL30,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,dbflag:LADD,2,2,2,TX|WI,"Madison,WI",1,0.5,2,0,0,0.0,,no
ae1481,166764,C30J,,dbflag:military|non_us_registration,2,2,2,TX|WI,"Madison,WI",1,0.5,1,0,1,0.0,,no
a07075,N1273A,PC12,GUARDIAN FLIGHT LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
ab3ff3,N824CK,LJ35,KALITTA CHARTERS LLC,NONE,2,2,2,AZ|DC,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
abce85,N86WU,C56X,"UMPHREY AIR LLC, PENLAND AIR LLC",NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
abea47,N867QS,C700,"INCREDIBLE CAPITAL LLC, FLORENCE ANTHONY JR, FLORENCE CLAIRE, JC",NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
ad0e3e,N940MC,TBM7,QUARRY VILLAGE REALTY LLC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,0,0,2,0.0,Albuquerque,yes
a8e6e2,N673AE,E145,AMERICAN AIRLINES INC,NONE,2,2,2,VA|WI,"Madison,WI",1,0.5,1,1,0,0.5,Chattanooga|Syracuse,yes
adaeed,N981AT,B712,DELTA AIR LINES INC,NONE,2,2,2,MN|WI,"Minneapolis,MN",3,0.75,1,2,1,0.5,,no
a267c9,N254QS,CL60,"AREZOO AIR LLC, BOYNE USA INC, C650 AVIATION LLC, E BRANDT ADVIS",NONE,2,2,2,GA|TX,"Denton,TX",1,0.5,2,0,0,0.0,Albuquerque,yes
a51980,N428BR,C25B,MULE CREEK AVIATION LLC,NONE,2,2,2,CO|WI,"Boulder,CO",3,0.75,1,1,2,0.25,,no
ab4eb8,N828BM,C172,CHRISTIANSEN AVIATION LLC,NONE,2,2,2,AZ|WI,"Madison,WI",1,0.5,1,0,1,0.0,,no
a0a184,N14NA,F900,ANSCHUTZ CORP,dbflag:LADD,2,2,2,CA|CO,"Los Angeles,CA",2,0.667,2,1,0,0.333,,no
aa63d4,N769JW,F2TH,DEVON REALTY ADVISORS LLC,dbflag:LADD,2,2,2,CO|OK,"Boulder,CO",1,0.5,2,0,0,0.0,,no
ac3f77,N889CA,LJ45,GRACON EXPRESS LLC,dbflag:LADD,2,2,2,AZ|CO,"Boulder,CO",2,0.667,1,0,2,0.0,Albuquerque,yes
acc83e,N9222H,C172,DHS OPERATIONS LLC,dbflag:LADD,2,2,2,CO|MN,"Boulder,CO",3,0.75,1,2,1,0.5,,no
a3315c,N3046D,BE36,"ALDREDGE JOHN F, ALDREDGE DREAMA L",NONE,2,2,2,AZ|CO,"Boulder,CO",1,0.5,1,1,0,0.5,,no
a3b8ca,N339RW,SW3,MAUNA HELE LLC,NONE,2,2,2,CO|UT,"Boulder,CO",2,0.667,1,2,0,0.667,,no
a69bdc,N525DR,C25A,MAGIC CARPET AIR LLC,NONE,2,2,2,AZ|CO,"Boulder,CO",1,0.5,2,0,0,0.0,,no
a6b977,N532SM,C680,SETZER MURRY LLC,NONE,2,2,2,CO|GA,"Boulder,CO",1,0.5,2,0,0,0.0,,no
a72fc7,N562QS,C68A,"NETJETS SALES INC, CHAPMAN FIELD LLC, FIS INC, MEH PSG LLC, SEVE",NONE,2,2,2,CO|FL,"Boulder,CO",1,0.5,2,0,0,0.0,,no
a802c0,N615QS,C68A,"BLISS AIR LLC, BEVO PRODUCTION CO, MILLER MARK E, FILTRATION GRO",NONE,2,2,2,AZ|CO,"Glendale,AZ",2,0.667,1,1,1,0.333,,no
a96c50,N706RA,P28A,CHRISTIANSEN AVIATION LLC,NONE,2,2,2,CA|CO,"San Diego,CA",3,0.75,2,1,1,0.25,,no
ab5c9e,N831FR,GA6C,FREEDOM 105 LLC,dbflag:LADD,2,2,2,CO|DC,"Boulder,CO",1,0.5,0,1,1,0.5,,no
ad52a1,N958CR,CL30,JH TRANSPORTATION LLC,dbflag:LADD,2,2,2,AZ|CO,"Boulder,CO",2,0.667,0,1,2,0.333,,no
a5721e,N450AB,GLF4,BLUE VISTA LLC,dbflag:LADD,2,2,2,CA|TX,"Denton,TX",1,0.5,1,0,1,0.0,,no
ae06d9,163561,BE20,,dbflag:military|non_us_registration,2,2,2,GA|TX,"Denton,TX",3,0.75,1,1,2,0.25,,no
a5c9f7,N472QS,E55P,"AAJ AVIATION LLC, WILLIAMS ARTHUR T III, BUTLER BRENDA TRUSTEE, ",dbflag:LADD,2,2,2,AZ|FL,"Phoenix,AZ",1,0.5,1,1,0,0.5,Albuquerque|Chattanooga,yes
a749c8,N569QS,C68A,"NETJETS SALES INC, AUCTIONAIR LLC, BRIDGEVIEW LLC, FLYLAT LLC, K",NONE,2,2,2,CO|TX,"Denton,TX",2,0.667,1,1,1,0.333,,no
a97fcf,N711AL,GLF6,LINCOLN ENTERPRISES LLC,NONE,2,2,2,CA|CO,"San Francisco,CA",2,0.667,1,1,1,0.333,,no
aaffcd,N808CF,GLF4,BOSS 8 LLC,NONE,2,2,2,CO|FL,"Boulder,CO",1,0.5,0,1,1,0.5,Albuquerque,yes
ab24a3,N817PA,B350,AEROLEASE LLC,NONE,2,2,2,CO|MN,"Boulder,CO",2,0.667,1,1,1,0.333,,no
ac8305,N905PA,DA40,RAMSEY SCOTT A,NONE,2,2,2,AZ|CO,"Flagstaff,AZ",2,0.667,1,2,0,0.667,,no
a3db0c,N348AF,PC12,"HALEY JOHN F, FILET HOLDINGS LLC, ALLEN BARRY K, BROWN III DORSE",NONE,2,2,2,FL|TX,"Denton,TX",1,0.5,1,1,0,0.5,,no
a49314,N394QS,E55P,"NETJETS SALES INC, CLARK ENTERPRISES INC, PINE BAY AVIATION LLC,",NONE,2,2,2,CO|TX,"Denton,TX",2,0.667,1,1,1,0.333,Albuquerque,yes
a6dc00,N541DT,G280,GULFSTREAM AEROSPACE LLC,dbflag:LADD,2,2,2,MN|TX,"Denton,TX",1,0.5,1,0,1,0.0,,no
a90af0,N682D,H25B,N682D LLC,NONE,2,2,2,GA|TX,"Denton,TX",1,0.5,1,1,0,0.5,,no
a99a77,N718HC,H25B,ACME LEASING II LLC,NONE,2,2,2,CA|TX,"San Diego,CA",3,0.75,2,1,1,0.25,,no
ad0b0b,N94CK,LJ45,CONSOLIDATED PIPE & SUPPLY CO INC,NONE,2,2,2,GA|TX,"Denton,TX",2,0.667,1,1,1,0.333,,no
ad9293,N974AT,B712,DELTA AIR LINES INC,NONE,2,2,2,NC|TX,"Denton,TX",1,0.5,2,0,0,0.0,Des Moines,yes
a7896d,N585KS,C550,SAAI.COM LLC,dbflag:LADD,2,2,2,AZ|CO,"Boulder,CO",1,0.5,1,0,1,0.0,,no
a88b6b,N65LR,LJ60,CONCORDE HOLDINGS LLC,dbflag:LADD,2,2,2,CO|TX,"Boulder,CO",1,0.5,0,1,1,0.5,,no
a3522e,N313CF,E545,EVANS GENERAL AVIATION LLC,dbflag:LADD,2,2,2,GA|TX,"Denton,TX",1,0.5,0,2,0,1.0,,no
a63e9a,N501KT,LJ45,BRAVO 997 LLC,dbflag:LADD,2,2,2,AZ|TX,"Denton,TX",1,0.5,0,1,1,0.5,,no
ac859a,N906BL,H25B,FLYAWAY INC,dbflag:LADD,2,2,2,NV|TX,"Denton,TX",2,0.667,0,1,2,0.333,,no
ae03dc,165352,C130,,dbflag:military|non_us_registration,2,2,2,CA|TX,"Denton,TX",1,0.5,0,1,1,0.5,,no
a1ede3,N223TV,CL30,JAYDAK LLC,NONE,2,2,2,CO|FL,"Boulder,CO",1,0.5,1,0,1,0.0,,no
a24ad3,N247JL,P180,ALEXA GRAY INC,NONE,2,2,2,CO|UT,"Boulder,CO",1,0.5,1,0,1,0.0,,no
a3c2fb,N341WB,BE20,ANDREWS WORLDWIDE LLC,NONE,2,2,2,CO|TX,"Boulder,CO",1,0.5,1,0,1,0.0,,no
a3fbaa,N356FX,E55P,FLEXJET LLC,NONE,2,2,2,CO|DC,"Boulder,CO",1,0.5,0,0,2,0.0,Des Moines|Spokane,yes
a9d40b,N732SB,PC12,AERO SHARES LLC,NONE,2,2,2,CO|MN,"Minneapolis,MN",2,0.667,1,1,1,0.333,,no
ab11cf,N812LL,H25B,H800XP VI LLC,dbflag:LADD,2,2,2,CO|NV,"Boulder,CO",1,0.5,1,0,1,0.0,Syracuse,yes
a27929,N259CK,C680,REGISTRATION PENDING,dbflag:LADD,2,2,2,GA|TX,"Denton,TX",1,0.5,0,1,1,0.5,,no
a4ace1,N400CP,C56X,CP AVIATION LLC,dbflag:LADD,2,2,2,CO|TX,"Denton,TX",1,0.5,1,0,1,0.0,,no
abe1d1,N865EC,C680,"WRC TURTLE CREEK, PARAGON HOLDINGS INC, TERERRO HOLDINGS LLC",dbflag:LADD,2,2,2,CO|TX,"Denton,TX",1,0.5,0,0,2,0.0,,no
a0ceb3,N151JE,GLF4,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,2,2,2,CA|TX,"Denton,TX",1,0.5,0,0,2,0.0,,no
ac2713,N882UP,B350,WHEELS UP PARTNERS LLC,NONE,2,2,2,GA|TX,"Denton,TX",1,0.5,1,0,1,0.0,,no
a1f02d,N224DE,PC24,OTTER AIR SERVICES LLC,NONE,2,2,2,AZ|PA,"Pittsburgh,PA",1,0.5,1,1,0,0.5,,no
a69821,N524DM,C56X,MAX AIRCRAFT LLC,NONE,2,2,2,GA|PA,"Pittsburgh,PA",1,0.5,1,1,0,0.5,,no
a7398d,N565AR,C550,AR AVIATION GROUP LLC,dbflag:LADD,2,2,2,DC|OR,"Corvallis,OR",1,0.5,1,0,1,0.0,,no
a23e23,N24342,P28A,"LARSEN STEVE J, LARSEN SUZANNE",NONE,2,2,2,CA|OR,"Corvallis,OR",2,0.667,1,1,1,0.333,,no
